Name,Northing,Easting,Elevation,Temp
1,248003,2350788,4136,
2,248003,2350789,4000,
3,248003,2350789,3977,
4,248005,2350789,3833,
5,248011,2350789,3592,
6,248014,2350789,3437,
7,248016,2350789,3217,
8,248019,2350789,3000,
9,248021,2350786,2785,
10,248024,2350783,2567,
11,248027,2350782,2349,
12,248032,2350778,2130,
13,248035,2350776,2000,
14,248036,2350775,1977,
15,248038,2350773,1853,
16,248041,2350770,1694,
17,248044,2350768,1568,
18,248046,2350766,1442,
19,248048,2350765,1320,
20,248051,2350763,1196,
21,248053,2350761,1072,
22,248054,2350760,1000,283
23,248056,2350758,944,
24,248058,2350754,819,
25,248061,2350751,660,
26,248065,2350749,480,
27,248066,2350749,450,
28,248067,2350749,419,
29,248066,2350749,387,
30,248065,2350749,356,
31,248066,2350749,324,
32,248067,2350748,296,
33,248069,2350748,265,
34,248071,2350747,234,
35,248072,2350747,222,
36,248073,2350746,203,
37,248075,2350744,172,
38,248078,2350742,142,
39,248081,2350740,111,
40,248085,2350738,82,
41,248088,2350736,53,
42,248093,2350733,22,
43,248096,2350731,0,341
44,248097,2350731,-9,
45,248102,2350729,-37,
46,248107,2350727,-68,
47,248112,2350725,-98,
48,248117,2350724,-130,
49,248128,2350722,-186,
50,248147,2350720,-275,
51,248169,2350717,-366,
52,248195,2350715,-456,
53,248203,2350714,-484,
54,248213,2350714,-515,
55,248223,2350713,-544,
56,248248,2350710,-622,
57,248276,2350704,-709,
58,248305,2350697,-798,
59,248335,2350692,-885,
60,248363,2350686,-971,
61,248373,2350684,-1000,400
62,248404,2350678,-1090,
63,248443,2350672,-1205,
64,248473,2350668,-1292,
65,248500,2350664,-1373,
66,248542,2350658,-1499,
67,248550,2350657,-1522,
68,248570,2350655,-1586,
69,248600,2350652,-1677,
70,248630,2350651,-1770,
71,248658,2350649,-1855,
72,248686,2350647,-1945,
73,248704,2350646,-2000,442
74,248725,2350645,-2063,
75,248763,2350642,-2177,
76,248793,2350640,-2266,
77,248824,2350639,-2354,
78,248853,2350638,-2440,
79,248884,2350637,-2528,
80,248916,2350636,-2618,
81,248918,2350636,-2624,
82,248938,2350636,-2681,
83,248979,2350635,-2797,
84,249010,2350635,-2885,
85,249042,2350635,-2974,
86,249048,2350629,-3000,492
87,249077,2350636,-3075,
88,249106,2350637,-3163,
89,249134,2350639,-3253,
90,249162,2350643,-3343,
91,249198,2350649,-3466,
92,249253,2350658,-3652,
93,249268,2350659,-3704,
94,249273,2350660,-3721,
95,249353,2350674,-4001,502
96,249365,2350676,-4042,
97,249384,2350679,-4109,
98,249406,2350683,-4189,
99,249420,2350685,-4246,
100,249441,2350689,-4344,
101,249475,2350695,-4498,
102,249479,2350696,-4517,
103,249497,2350699,-4599,
104,249507,2350701,-4643,
105,249596,2350716,-5000,515
