Name,Northing,Easting,Elevation,Temp
1,249053,2357208,4008,0
2,249054,2357209,3809,0
3,249053,2357212,3549,0
4,249053,2357212,3508,0
5,249051,2357212,3419,0
6,249050,2357212,3287,0
7,249049,2357212,3175,0
8,249046,2357210,3052,0
9,249046,2357209,3008,0
10,249046,2357205,2927,235
11,249048,2357199,2804,0
12,249050,2357192,2690,0
13,249051,2357188,2636,0
14,249051,2357186,2605,0
15,249050,2357183,2574,0
16,249050,2357181,2544,0
17,249048,2357179,2509,0
18,249048,2357178,2496,0
19,249043,2357174,2402,0
20,249037,2357167,2282,0
21,249033,2357163,2183,0
22,249026,2357155,2036,0
23,249024,2357153,2010,0
24,249022,2357150,1961,0
25,249020,2357147,1912,0
26,249014,2357138,1788,0
27,249009,2357129,1690,0
28,249006,2357123,1629,0
29,249002,2357116,1545,0
30,249000,2357113,1516,0
31,248999,2357112,1513,0
32,248995,2357105,1447,0
33,248986,2357093,1354,0
34,248979,2357083,1286,0
35,248972,2357074,1232,0
36,248960,2357056,1142,0
37,248947,2357036,1053,0
38,248942,2357029,1024,0
39,248931,2357015,964,465
40,248910,2356987,861,0
41,248899,2356974,814,0
42,248864,2356928,660,0
43,248846,2356903,580,0
44,248840,2356894,553,0
45,248825,2356874,488,0
46,248813,2356859,442,0
47,248819,2356866,465,0
48,248791,2356830,352,0
49,248760,2356789,228,0
50,248729,2356753,114,0
51,248722,2356745,91,0
52,248697,2356715,1,0
53,248665,2356677,-111,496
54,248641,2356647,-197,0
55,248626,2356628,-253,0
56,248594,2356588,-366,0
57,248563,2356548,-478,0
58,248533,2356508,-591,0
59,248468,2356423,-821,0
60,248461,2356414,-845,0
61,248427,2356372,-959,0
62,248396,2356333,-1063,497
63,248362,2356292,-1176,0
64,248333,2356257,-1273,0
65,248329,2356251,-1287,0
66,248295,2356210,-1401,0
67,248273,2356184,-1472,0
68,248255,2356161,-1533,0
69,248226,2356122,-1638,0
70,248214,2356105,-1683,0
71,248202,2356089,-1725,0
72,248193,2356077,-1758,0
73,248190,2356074,-1767,0
74,248142,2356016,-1927,0
75,248136,2356009,-1947,0
76,248084,2355946,-2124,504
77,248069,2355926,-2179,0
78,248044,2355896,-2265,0
79,248040,2355891,-2279,0
