Name,Northing,Easting,Elevation,Temp
1,252581,2361109,3933,0
2,252579,2361108,3692,0
3,252576,2361108,3542,0
4,252575,2361109,3463,0
5,252573,2361110,3346,0
6,252571,2361112,3284,0
7,252570,2361113,3247,0
8,252568,2361115,3184,0
9,252567,2361117,3133,0
10,252565,2361119,3070,0
11,252563,2361121,3000,215
12,252561,2361123,2937,0
13,252560,2361124,2883,0
14,252557,2361126,2794,0
15,252552,2361126,2689,0
16,252548,2361127,2603,0
17,252545,2361127,2537,0
18,252540,2361128,2445,0
19,252537,2361127,2381,0
20,252532,2361127,2293,0
21,252528,2361126,2195,0
22,252523,2361126,2070,0
23,252520,2361126,2000,0
24,252517,2361125,1928,0
25,252513,2361125,1837,0
26,252508,2361124,1742,0
27,252505,2361124,1695,0
28,252504,2361123,1651,0
29,252500,2361122,1563,0
30,252497,2361120,1464,0
31,252494,2361119,1375,0
32,252491,2361119,1294,0
33,252490,2361119,1275,0
34,252487,2361119,1205,0
35,252484,2361120,1140,0
36,252478,2361121,1011,0
37,252477,2361121,1000,0
38,252472,2361122,888,0
39,252467,2361124,763,0
40,252463,2361125,642,0
41,252459,2361125,536,0
42,252458,2361125,495,0
