Point,NORTHING,EASTING,Elev_ft,Elev_m
1,251023,2357075,3943,1202
2,251022,2357074,3740,1140
3,251022,2357074,3647,1112
4,251021,2357073,3477,1060
5,251021,2357073,3443,1049
6,251020,2357072,3365,1026
7,251017,2357071,3228,984
8,251013,2357069,3084,940
9,251010,2357067,3000,914
10,251008,2357066,2943,897
11,251005,2357063,2821,860
12,250999,2357058,2676,816
13,250994,2357055,2575,785
14,250989,2357049,2444,745
15,250988,2357048,2420,738
16,250980,2357042,2260,689
17,250976,2357040,2200,671
18,250975,2357038,2170,661
19,250973,2357037,2140,652
20,250970,2357035,2108,643
21,250968,2357033,2079,634
22,250966,2357030,2046,624
23,250964,2357028,2016,614
24,250963,2357026,2000,610
25,250962,2357024,1984,605
26,250959,2357021,1953,595
27,250959,2357021,1946,593
28,250942,2357002,1767,539
29,250935,2356995,1703,519
30,250923,2356983,1612,491
31,250909,2356969,1523,464
32,250897,2356958,1462,446
33,250895,2356956,1455,443
34,250883,2356946,1398,426
35,250862,2356928,1308,399
36,250836,2356906,1202,366
37,250804,2356878,1076,328
38,250787,2356864,1014,309
39,250783,2356861,1000,305
40,250778,2356856,979,298
41,250770,2356850,950,290
42,250763,2356842,918,280
43,250756,2356835,888,271
44,250749,2356828,859,262
45,250730,2356802,760,232
46,250720,2356786,701,214
47,250711,2356773,648,198
48,250707,2356765,619,189
49,250702,2356757,590,180
50,250699,2356749,560,171
51,250692,2356733,502,153
52,250686,2356710,423,129
53,250682,2356691,356,109
54,250679,2356678,310,94
55,250675,2356662,252,77
56,250671,2356643,192,59
57,250664,2356614,104,32
58,250656,2356586,26,8
59,250655,2356582,16,5
60,250654,2356576,0,0
61,250646,2356550,-71,-22
62,250634,2356505,-184,-56
63,250633,2356501,-194,-59
64,250621,2356457,-301,-92
65,250611,2356422,-386,-118
66,250609,2356416,-401,-122
67,250605,2356401,-435,-133
68,250603,2356394,-451,-137
69,250600,2356385,-473,-144
70,250591,2356354,-545,-166
71,250589,2356349,-559,-170
72,250583,2356331,-600,-183
73,250582,2356329,-606,-185
74,250546,2356217,-867,-264
75,250543,2356207,-892,-272
76,250530,2356168,-982,-299
77,250527,2356160,-1000,-305
78,250514,2356121,-1092,-333
79,250509,2356108,-1122,-342
80,250492,2356059,-1237,-377
81,250475,2356012,-1348,-411
82,250475,2356012,-1348,-411
83,250470,2356000,-1376,-419
84,250455,2355963,-1462,-446
85,250418,2355879,-1670,-509
86,250405,2355851,-1743,-531
87,250396,2355829,-1806,-550
88,250390,2355815,-1845,-562
89,250369,2355763,-2000,-610
90,250355,2355730,-2103,-641
91,250330,2355679,-2278,-694
92,250314,2355652,-2373,-723
93,250306,2355638,-2426,-739
