Name,Northing,Easting,Elevation,Temp
1,255318,2354808,4373,0
2,255321,2354804,4140,0
3,255325,2354800,4000,0
4,255326,2354798,3938,0
5,255328,2354795,3873,0
6,255330,2354793,3810,0
7,255332,2354791,3766,0
8,255333,2354790,3735,0
9,255333,2354789,3704,0
10,255334,2354788,3673,0
11,255334,2354787,3644,0
12,255335,2354785,3613,0
13,255335,2354784,3583,0
14,255334,2354783,3552,0
15,255334,2354781,3521,0
16,255333,2354780,3489,0
17,255332,2354778,3459,0
18,255331,2354777,3428,0
19,255331,2354776,3409,0
20,255329,2354774,3374,0
21,255329,2354773,3368,0
22,255327,2354771,3337,0
23,255326,2354769,3306,0
24,255323,2354766,3274,0
25,255321,2354763,3246,0
26,255318,2354760,3215,0
27,255315,2354756,3184,0
28,255312,2354752,3154,0
29,255308,2354747,3123,0
30,255303,2354743,3093,0
31,255299,2354738,3062,0
32,255294,2354733,3032,0
33,255288,2354727,3001,0
34,255283,2354721,2971,0
35,255277,2354715,2940,0
36,255270,2354709,2910,0
37,255265,2354703,2884,0
38,255264,2354702,2880,0
39,255239,2354676,2777,0
40,255217,2354652,2688,0
41,255201,2354635,2627,0
42,255176,2354608,2542,0
43,255158,2354589,2486,0
44,255136,2354566,2422,0
45,255127,2354557,2396,0
46,255096,2354527,2314,0
47,255063,2354496,2234,0
48,255041,2354476,2180,0
49,255018,2354455,2126,0
50,254996,2354433,2071,0
51,254967,2354405,2000,478
52,254963,2354401,1991,0
53,254962,2354400,1988,0
54,254961,2354399,1984,0
55,254933,2354372,1918,0
56,254904,2354345,1847,0
57,254872,2354314,1767,0
58,254841,2354283,1683,0
59,254810,2354252,1599,0
60,254790,2354231,1545,0
61,254779,2354220,1516,0
62,254750,2354188,1434,0
63,254720,2354156,1352,0
64,254692,2354123,1270,0
65,254663,2354089,1187,0
66,254636,2354056,1105,0
67,254609,2354022,1019,0
68,254603,2354015,1000,485
69,254583,2353989,935,0
70,254549,2353947,822,0
71,254523,2353916,735,0
72,254497,2353889,653,0
73,254497,2353888,652,0
74,254471,2353862,571,0
75,254470,2353861,567,0
76,254443,2353833,481,0
77,254417,2353806,396,0
78,254399,2353787,338,0
79,254392,2353779,316,0
80,254372,2353757,249,0
81,254355,2353739,197,0
82,254345,2353728,164,0
83,254318,2353698,80,0
84,254291,2353669,0,462
85,254289,2353667,-4,0
86,254261,2353636,-88,0
87,254220,2353595,-201,0
88,254203,2353578,-250,0
89,254191,2353566,-282,0
90,254153,2353524,-394,0
91,254114,2353483,-505,0
92,254075,2353442,-617,0
93,254048,2353412,-696,0
94,254037,2353400,-728,0
95,253989,2353349,-863,0
96,253957,2353316,-949,0
97,253937,2353296,-1000,485
98,253925,2353284,-1031,0
99,253897,2353255,-1101,0
100,253882,2353241,-1136,0
101,253862,2353223,-1182,0
102,253852,2353213,-1206,0
