  																																								P	/rva111..aj111~a111..aj111~						Puts file in format to print
		#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!										#DIV/0!		#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!								/ma111..ak200~a115~					C	{GOTO}a1~/fcceinsert1~
		WELL DATA SUMMARY																																							/ca11..aj12~a112~						{GOTO}r11~/fcceinsert3~
		 																																							/rva59..aj59~a59..aj59~						/wgc6~
	Well	76B-18																																							/ma59..ak200~a63~						/rff0~a13..aj200~
	 	 	 	 																																					/ca11..aj12~a60~						/rff~c13..c200~
	Sec Azim	180	 																																						/ppr~gp{esc}{esc}{esc}						{GOTO}C3~WELL DATA SUMMARY~
	Elev	4249	KB																																												{GOTO}Q1~/WCS9~/WCHAH1~
 	Coords:	North	251456	EAST			2354179																																								/PPOMR240~QQ
 					Course		 																																								{GOTO}A1~/wcs9~
 	MD	Drift A.	Drift D.	Azim	Length	DH	TVD	SSD	DNS	DEW	N-S	E-W	DSec	Sec	N-LAM	E-LAM																															{GOTO}D1~/wcs8~
 	_________	_________	_________	_________	_________	_________	_________	_________	_________	_________	_________	_________	_________	_________	____________	_________																															{GOTO}H1~/wcs9~
 				 																																											{GOTO}P1~/wcs8~
	4252	3	3	177	109	5	4249	0	-5	1	-102	-56	5	102	251354	2354123																															
 	4270	3	2	178	127	6	4267	-18	-6	1	-103	-56	6	103	251353	2354123																															/wchi1~
-140 BPH	4350	3	72	183	80	4	4347	-98	-4	0	-106	-56	4	106	251350	2354123																															
 	4487	3	191	191	217	10	4484	-235	-10	-1	-113	-57	10	113	251343	2354122																															/wchi1~
 	4535	3	200	200	48	2	4531	-282	-2	-1	-115	-58	2	115	251341	2354121																															/wchi1~
 	4567	4	204	204	32	2	4563	-314	-2	-1	-117	-59	2	117	251339	2354120																															/wchi1~
 	4599	5	203	203	32	3	4595	-346	-2	-1	-119	-60	2	119	251337	2354119																															/wchi1~
 	4631	6	196	196	32	3	4627	-378	-3	-1	-122	-61	3	122	251334	2354118																															/wchi1~
 	4663	6	187	187	32	3	4659	-410	-3	-1	-125	-61	3	125	251331	2354118																															/wchi1~
 	4695	7	184	184	32	4	4691	-442	-4	0	-129	-62	4	129	251327	2354117																															/wchi1~
-200 BPH	4718	8	183	183	23	3	4714	-465	-3	0	-132	-62	3	132	251324	2354117																															
 	4728	8	183	183	33	4	4723	-474	-4	0	-133	-62	4	133	251323	2354117																															/wchi1~
 	4759	9	181	181	31	4	4754	-505	-4	0	-137	-62	4	137	251319	2354117																															/wchi1~
 	4791	9	177	177	32	5	4786	-537	-5	0	-142	-62	5	142	251314	2354117																															/wchi1~
 	4823	10	174	174	32	5	4817	-568	-5	0	-148	-62	5	148	251308	2354117																															/wchi1~
 	4856	11	174	174	32	6	4850	-601	-6	1	-153	-61	6	153	251303	2354118																															/wchi1~
 	4898	11	177	177	41	8	4891	-642	-8	1	-161	-60	8	161	251295	2354119																															/wchi1~
-300 BPH	4916	12	177	177	18	4	4909	-660	-4	0	-165	-60	4	165	251291	2354119																															
LC	4946	13	176	176	29	6	4938	-689	-6	0	-171	-60	6	171	251285	2354119																															
 	4995	15	175	175	95	22	4986	-737	-22	2	-183	-59	22	183	251273	2354120																															/wchi1~
 	5058	15	3	177	61	16	5046	-797	-16	1	-199	-58	16	199	251257	2354121																															/wchi1~
 	5128	17	3	177	67	19	5114	-865	-19	1	-219	-57	19	219	251237	2354122																															/wchi1~
220F	5221	20	0	180	88	29	5202	-953	-29	1	-248	-56	29	248	251208	2354123																															/wchi1~
	5271	20	82	180	47	17	5249	-1000	-17	0	-265	-56	17	265	251191	2354123																															
222F	5331	20	180	180	103	38	5305	-1056	-38	0	-285	-56	38	285	251171	2354123																															/wchi1~
180F	5428	20	180	180	91	33	5397	-1148	-33	0	-318	-56	33	318	251138	2354123																															/wchi1~
LC	5454	20	180	180	24	9	5421	-1172	-9	0	-327	-56	9	327	251129	2354123																															
240F	5556	19	180	180	121	43	5517	-1268	-43	0	-361	-56	43	361	251095	2354123																															/wchi1~
 	5620	19	180	180	61	21	5578	-1329	-21	0	-382	-56	21	382	251074	2354123																															/wchi1~
240F	5683	19	182	182	60	20	5638	-1389	-20	0	-402	-56	20	402	251054	2354123																															/wchi1~
210F	5779	19	184	184	91	31	5728	-1479	-31	-2	-433	-58	31	433	251023	2354121																															/wchi1~
210F	5875	20	185	185	90	32	5819	-1570	-32	-3	-465	-60	32	465	250991	2354119																															/wchi1~
 	6033	21	6	186	148	54	5967	-1718	-54	-5	-519	-66	54	519	250937	2354113																															/wchi1~
 	6161	21	9	189	120	46	6087	-1838	-45	-6	-564	-72	45	564	250892	2354107																															/wchi1~
 	6257	22	187	187	89	35	6176	-1927	-35	-5	-599	-76	35	599	250857	2354103																															/wchi1~
 	6321	22	191	191	59	24	6236	-1987	-23	-4	-623	-80	23	623	250833	2354099																															/wchi1~
	6335	22	191	191	13	5	6249	-2000	-5	-1	-628	-81	5	628	250828	2354098																															
 	6504	24	192	192	168	72	6404	-2155	-70	-14	-693	-94	70	693	250763	2354085																															/wchi1~
240F	6694	27	194	194	171	82	6576	-2327	-80	-18	-772	-113	80	772	250684	2354066																															/wchi1~
240F	6727	27	194	194	29	15	6605	-2356	-14	-4	-787	-116	14	787	250669	2354063																															/wchi1~
240F	6789	27	194	194	55	28	6660	-2411	-27	-7	-814	-123	27	814	250642	2354056																															/wchi1~
LC	6855	26	194	194	59	30	6719	-2470	-29	-7	-843	-130	29	843	250613	2354049																															
 	6953	26	193	193	147	73	6807	-2558	-71	-17	-885	-140	71	885	250571	2354039																															/wchi1~
310F	7110	26	197	197	141	68	6949	-2700	-66	-18	-951	-158	66	951	250505	2354021																															
298F	7203	25	200	200	225	108	7033	-2784	-104	-31	-988	-171	104	988	250468	2354008																															/wchi1~
308F	7360	27	205	205	141	69	7174	-2925	-63	-26	-1052	-197	63	1052	250404	2353982																															/wchi1~
	7444	27	205	205	75	37	7249	-3000	-34	-16	-1086	-213	34	1086	250370	2353966																															
 	7577	27	204	204	194	97	7368	-3119	-88	-40	-1140	-237	88	1140	250316	2353942																															/wchi1~
 	7740	28	198	198	145	75	7513	-3264	-70	-27	-1209	-264	70	1209	250247	2353915																															/wchi1~
340F	7827	27	205	205	77	40	7590	-3341	-38	-15	-1247	-279	38	1247	250209	2353900																															/wchi1~
 	7933	26	201	201	95	48	7685	-3436	-44	-19	-1291	-297	44	1291	250165	2353882																															/wchi1~
 	8058	26	209	209	112	55	7797	-3548	-49	-23	-1340	-320	49	1340	250116	2353859																															/wchi1~
 	8101	26	209	209	39	19	7836	-3587	-16	-9	-1356	-329	16	1356	250100	2353850																															/wchi1~
351F	8186	25	206	206	77	37	7913	-3664	-32	-17	-1389	-346	32	1389	250067	2353833																															/wchi1~
396F	8230	26	209	209	40	19	7952	-3703	-17	-9	-1406	-355	17	1406	250050	2353824																															/wchi1~
drill break	8328	26	209	209	88	43	8041	-3792	-38	-21	-1443	-376	38	1443	250013	2353803																															
 	8380	26	209	209	135	66	8087	-3838	-58	-32	-1463	-387	58	1463	249993	2353792																															/wchi1~
TD	8547	26	209	209	150	73	8237	-3988	-64	-35	-1527	-422	64	1527	249929	2353757																															/wchi1~
