      WELL DATA SUMMARY                                                                                      
            
Well  NAVY II 13A-16
                         
Sec Az  260 S 80 W  
Elev   3960 KB      
CoordsNorth  253575 East              2360711 
                         Course               
  MD  Drift Drift D. AzimLength  DH     TVD     SSD    DNS   DEW   N-S   E-W  DSec    Sec     N-LAM E-LAM    
_____________________________________________________________________________________________________________
                                                                                                             
    0  0.00      16  164                        3960     0     0     0     0     0        0  253575  2360711 
  206  0.75      16  164   206     1      206   3754    -1     0    -1     0     0        0  253574  2360711 
  472  2.00      22  158   266     6      472   3488    -6     2    -7     2    -1       -1  253568  2360713 
  500  2.08      23  157    28     1      500   3460    -1     0    -8     3     0       -1  253567  2360714 
  643  2.50      30  150   171     7      643   3317    -6     3   -13     5    -2       -3  253562  2360716 
  792  2.25      46  134   149     6      792   3168    -5     4   -18     9    -3       -6  253557  2360720 
  945  1.50      27  153   153     5      945   3015    -4     3   -22    12    -2       -8  253553  2360723 
  960  1.52      25  155    15     0      960   3000     0     0   -23    12     0       -8  253552  2360723 
 1000  1.59      19  161    55     1     1000   2960    -1     1   -24    13     0       -8  253551  2360724 
 1099  1.75       4  176   154     4     1099   2861    -4     1   -26    13     0       -9  253549  2360724 
 1251  2.25      18  198   152     5     1250   2710    -5    -1   -32    13     2       -7  253543  2360724 
 1499  2.25      18  198   248    10     1498   2462    -9    -3   -41    10     5       -2  253534  2360721 
 1500  2.25      18  198     1     0     1499   2461     0     0   -41    10     0       -2  253534  2360721 
 1592  2.25       4  184    93     4     1591   2369    -4    -1   -45     9     1       -1  253530  2360720 
 1698  3.25      40  220   106     5     1697   2263    -5    -2   -49     7     3        2  253526  2360718 
 1729  3.25      61  241    31     2     1728   2232    -1    -1   -50     6     2        3  253525  2360717 
 1734  3.33      64  244     5     0     1733   2227     0     0   -51     5     0        3  253524  2360716 
 1760  3.75      79  259    31     2     1759   2201    -1    -2   -51     4     2        5  253524  2360715 
 1923  5.75      88  268   162    13     1921   2039    -2   -13   -53    -9    13       18  253522  2360702 
 1962  5.96      88  268    39     4     1960   2000     0    -4   -53   -13     4       22  253522  2360698 
 2000  6.16      89  269    77     8     1998   1962     0    -8   -53   -17     8       26  253522  2360694 
 2017  6.25      89  269    93    10     2015   1945     0   -10   -53   -19    10       28  253522  2360692 
 2074  7.50      85  265    57     7     2071   1889     0    -7   -53   -26     7       35  253522  2360685 
 2105  8.50      85  265    31     4     2102   1858     0    -4   -54   -30     4       39  253521  2360681 
 2137  9.75      85  265    32     5     2134   1826     0    -5   -54   -35     5       44  253521  2360676 
 2168 10.75      83  263    31     6     2164   1796    -1    -5   -55   -41     6       50  253520  2360670 
 2198 11.75      81  261    29     6     2194   1766    -1    -6   -55   -47     6       56  253520  2360664 
 2258 13.25      85  265    59    13     2252   1708    -2   -13   -57   -60    13       69  253518  2360651 
 2346 13.47      82  262    86    20     2338   1622    -2   -20   -59   -80    20       89  253516  2360631 
 2359 13.50      82  262    98    23     2351   1609    -3   -23   -60   -83    23       92  253515  2360628 
 2448 15.25      81  261    86    22     2437   1523    -3   -22   -63  -105    22      114  253512  2360606 
 2458 15.25      81  261    10     3     2446   1514     0    -3   -63  -107     3      117  253512  2360604 
