Point,NORTHING,EASTING,Elev_ft,Elev_m
1,253993,2354687,4228,1289
2,253993,2354687,4096,1248
3,253993,2354686,4043,1232
4,253993,2354686,4008,1222
5,253993,2354686,4000,1219
6,253991,2354687,3869,1179
7,253990,2354688,3764,1147
8,253989,2354688,3728,1136
9,253989,2354689,3636,1108
10,253987,2354690,3478,1060
11,253985,2354691,3322,1013
12,253984,2354691,3228,984
13,253983,2354692,3197,974
14,253981,2354692,3076,938
15,253979,2354693,3000,914
16,253978,2354693,2951,899
17,253974,2354692,2825,861
18,253970,2354691,2728,831
19,253969,2354690,2702,824
20,253964,2354689,2575,785
21,253957,2354686,2430,741
22,253951,2354685,2337,712
23,253945,2354683,2244,684
24,253944,2354683,2229,679
25,253938,2354681,2150,655
26,253931,2354679,2054,626
27,253928,2354678,2022,616
28,253926,2354677,2000,610
29,253925,2354677,1991,607
30,253921,2354675,1959,597
31,253917,2354674,1927,587
32,253913,2354672,1897,578
33,253909,2354670,1866,569
34,253904,2354668,1836,560
35,253889,2354663,1743,531
36,253888,2354662,1733,528
37,253879,2354659,1682,513
38,253868,2354653,1622,494
39,253856,2354647,1561,476
40,253842,2354640,1503,458
41,253826,2354632,1441,439
42,253808,2354623,1381,421
43,253784,2354611,1307,398
44,253773,2354607,1277,389
45,253765,2354603,1253,382
46,253763,2354603,1248,380
47,253725,2354588,1150,351
48,253689,2354576,1065,325
49,253661,2354567,1008,307
50,253657,2354565,1000,305
51,253618,2354552,923,281
52,253576,2354537,841,256
53,253557,2354530,805,245
54,253548,2354526,786,240
55,253504,2354510,704,215
56,253475,2354498,649,198
57,253449,2354487,600,183
58,253424,2354477,553,169
59,253420,2354475,546,166
60,253392,2354463,492,150
61,253364,2354452,439,134
62,253335,2354440,383,117
63,253328,2354437,370,113
64,253293,2354421,300,91
65,253251,2354402,218,66
66,253210,2354383,137,42
67,253169,2354365,53,16
68,253144,2354353,0,0
69,253130,2354347,-29,-9
70,253111,2354339,-70,-21
71,253104,2354335,-85,-26
72,253065,2354317,-170,-52
73,253065,2354317,-170,-52
74,253038,2354305,-226,-69
75,253026,2354300,-253,-77
76,252987,2354282,-337,-103
77,252962,2354271,-392,-119
78,252950,2354266,-418,-127
79,252906,2354246,-516,-157
80,252900,2354243,-530,-162
81,252849,2354221,-644,-196
82,252800,2354199,-753,-230
83,252708,2354158,-967,-295
84,252695,2354152,-1000,-305
85,252664,2354138,-1079,-329
86,252598,2354109,-1252,-382
87,252537,2354080,-1430,-436
88,252495,2354058,-1565,-477
89,252464,2354045,-1652,-504
90,252438,2354028,-1746,-532
91,252404,2354016,-1832,-558
92,252380,2353999,-1920,-585
93,252353,2353986,-2000,-610
94,252346,2353987,-2006,-611
95,252321,2353970,-2095,-639
96,252292,2353957,-2182,-665
97,252268,2353942,-2269,-692
98,252241,2353929,-2357,-718
99,252217,2353915,-2445,-745
100,252189,2353902,-2532,-772
101,252164,2353888,-2621,-799
102,252134,2353874,-2707,-825
103,252081,2353843,-2886,-880
104,252044,2353821,-3000,-914
105,252038,2353821,-3001,-915
106,252006,2353800,-3115,-949
