      WELL DATA SUMMARY                                                                                      
            
Well  NAVY II 37A-17
                         
Sec Az   80 N 80 E  
Elev   3943 KB      
CoordsNorth  250837 East              2357150 
                         Course               
  MD  Drift Drift D. AzimLength  DH     TVD     SSD    DNS   DEW   N-S   E-W  DSec    Sec     N-LAM E-LAM    
_____________________________________________________________________________________________________________
                                                                                                             
    0  0.00       3  183     0     0        0   3943     0     0     0     0     0        0  250837  2357150 
  163  0.75       3  183   163     1      163   3780    -1     0    -1     0     0        0  250836  2357150 
  295  0.50      68  248   132     1      295   3648    -1    -1    -2    -1    -1       -1  250835  2357149 
  454  1.75      34  326   159     3      454   3489     1    -3    -1    -4    -3       -4  250836  2357146 
  500  1.65      31  329    46     1      500   3443     1    -1     0    -5    -1       -5  250837  2357145 
  568  1.50      27  333   114     3      568   3375     3    -2     1    -6    -1       -5  250838  2357144 
  733  2.00      50  310   165     5      733   3210     4    -3     5    -9    -2       -8  250842  2357141 
  882  2.25      56  304   149     6      882   3061     3    -4     9   -13    -4      -11  250846  2357137 
  943  2.25      58  302    61     2      943   3000     1    -2    10   -15    -2      -13  250847  2357135 
 1000  2.25      60  300   118     5     1000   2943     2    -4    11   -17    -3      -15  250848  2357133 
 1041  2.25      61  299   159     6     1041   2902     3    -5    12   -18    -5      -16  250849  2357132 
 1192  2.00      71  289   151     6     1192   2751     2    -5    14   -24    -5      -21  250851  2357126 
 1347  2.50      55  305   155     6     1346   2597     3    -5    17   -29    -5      -26  250854  2357121 
 1500  1.51      41  319   153     5     1499   2444     4    -4    21   -33    -3      -29  250858  2357117 
 1502  1.50      41  319   155     5     1501   2442     4    -4    21   -33    -3      -29  250858  2357117 
 1658  1.50      32  328   156     4     1657   2286     3    -2    24   -35    -2      -31  250861  2357115 
 1817  2.00      64  296   159     5     1816   2127     3    -4    27   -39    -3      -34  250864  2357111 
 1944  2.20      66  294   127     5     1943   2000     2    -4    29   -43    -4      -37  250866  2357107 
 1973  2.25      66  294   156     6     1972   1971     2    -5    30   -44    -5      -38  250867  2357106 
 2000  2.25      69  288    27     1     1999   1944     0    -1    30   -45    -1      -39  250867  2357105 
 2129  2.25      82  262   156     6     2128   1815     1    -6    30   -50    -6      -44  250867  2357100 
 2440  2.25      78  258   311    12     2439   1504    -2   -12    28   -62   -12      -56  250865  2357088 
 2500  2.68      76  256    60     3     2499   1444    -1    -3    28   -65    -3      -59  250865  2357085 
 2580  3.25      74  254   140     7     2579   1364    -2    -7    27   -69    -7      -63  250864  2357081 
 2794  1.25      72   72   214    -8     2792   1151     8    -2    35   -71    -1      -64  250872  2357079 
 2945  4.62      70   70   151     8     2943   1000     2     7    37   -64     8      -57  250874  2357086 
 2973  5.25      70   70   179    10     2971    972     3    10    38   -62    10      -54  250875  2357088 
 3000  5.67      69   69    27     3     2998    945     1     2    39   -59     3      -52  250876  2357091 
 3021  6.00      68   68    48     5     3019    924     2     4    40   -57     5      -50  250877  2357093 
 3116  8.50      65   65    94    12     3113    830     5    11    45   -46    12      -38  250882  2357104 
 3210  8.75      68   68    93    14     3206    737     6    13    50   -33    14      -24  250887  2357117 
