-117.77762264, 36.02504863, 1237.488000
-117.77762264, 36.02504863, 1219.200000
-117.77762268, 36.02504588, 1181.709600
-117.77762611, 36.02504317, 1131.112800
-117.77763291, 36.02504049, 1094.232000
-117.77763630, 36.02504053, 1064.361600
-117.77763291, 36.02504049, 1017.422400
-117.77763291, 36.02504049, 971.397600
-117.77763291, 36.02504049, 923.544000
-117.77762953, 36.02504046, 914.400000
-117.77762953, 36.02504046, 867.460800
-117.77762953, 36.02504046, 860.145600
-117.77762615, 36.02504042, 852.220800
-117.77762615, 36.02504042, 831.494400
-117.77762277, 36.02504039, 798.880800
-117.77761614, 36.02503208, 740.968800
-117.77760946, 36.02502652, 694.944000
-117.77759264, 36.02502085, 646.176000
-117.77758250, 36.02502074, 609.600000
-117.77757907, 36.02502345, 598.932000
-117.77756888, 36.02502610, 569.061600
-117.77682096, 36.02505957, 304.800000
-117.77640106, 36.02509368, 0.000000
-117.77595429, 36.02511653, -304.800000
-117.77546404, 36.02510870, -609.600000
-117.77495961, 36.02514194, -914.400000
-117.77434668, 36.02519328, -1219.200000
-117.77375782, 36.02543442, -1524.000000
