Point,NORTHING,EASTING,Elev_ft,Elev_m
1,250837,2357150,3943,1202
2,250836,2357150,3780,1152
3,250835,2357149,3648,1112
4,250836,2357146,3489,1063
5,250837,2357145,3443,1049
6,250838,2357144,3375,1029
7,250842,2357141,3210,978
8,250846,2357137,3061,933
9,250847,2357135,3000,914
10,250848,2357133,2943,897
11,250849,2357132,2902,885
12,250851,2357126,2751,839
13,250854,2357121,2597,792
14,250858,2357117,2444,745
15,250858,2357117,2442,744
16,250861,2357115,2286,697
17,250864,2357111,2127,648
18,250866,2357107,2000,610
19,250867,2357106,1971,601
20,250867,2357105,1944,593
21,250867,2357100,1815,553
22,250865,2357088,1504,458
23,250865,2357085,1444,440
24,250864,2357081,1364,416
25,250872,2357079,1151,351
26,250874,2357086,1000,305
27,250875,2357088,972,296
28,250876,2357091,945,288
29,250877,2357093,924,282
30,250882,2357104,830,253
31,250887,2357117,737,225
32,250892,2357129,649,198
33,250896,2357138,590,180
34,250897,2357144,556,169
35,250899,2357149,526,160
36,250900,2357161,465,142
37,250900,2357164,451,137
38,250901,2357182,381,116
39,250903,2357207,294,90
40,250904,2357234,209,64
41,250904,2357237,199,61
42,250907,2357296,31,9
43,250908,2357307,3,1
44,250908,2357308,0,0
45,250909,2357317,-24,-7
46,250909,2357326,-45,-14
47,250913,2357362,-128,-39
48,250918,2357399,-212,-65
49,250928,2357503,-437,-133
50,250929,2357524,-479,-146
51,250932,2357558,-551,-168
52,250938,2357613,-662,-202
53,250944,2357728,-935,-285
54,250945,2357750,-1000,-305
55,250939,2357821,-1253,-382
56,250938,2357837,-1321,-403
57,250936,2357860,-1418,-432
58,250935,2357871,-1467,-447
59,250934,2357886,-1535,-468
60,250932,2357902,-1603,-489
61,250932,2357904,-1613,-492
62,250926,2357972,-1905,-581
63,250924,2357993,-2000,-610
64,250916,2358084,-2393,-729
65,250912,2358132,-2601,-793
