Point,NORTHING,EASTING,Elev_ft,Elev_m
1,250551,2359247,3870,1180
2,250551,2359248,3713,1132
3,250551,2359250,3575,1090
4,250546,2359253,3379,1030
5,250542,2359250,3258,993
6,250538,2359248,3134,955
7,250535,2359246,3010,917
8,250535,2359246,3000,914
9,250532,2359245,2884,879
10,250529,2359244,2761,842
11,250526,2359243,2635,803
12,250523,2359242,2542,775
13,250521,2359241,2416,736
14,250520,2359240,2291,698
15,250519,2359239,2166,660
16,250518,2359238,2042,622
17,250517,2359238,2000,610
18,250516,2359236,1918,585
19,250514,2359235,1833,559
20,250512,2359233,1701,518
21,250509,2359230,1571,479
22,250507,2359227,1451,442
23,250507,2359224,1318,402
24,250507,2359219,1173,358
25,250506,2359214,1053,321
26,250505,2359212,1006,307
27,250505,2359212,1000,305
28,250504,2359208,926,282
29,250503,2359200,769,234
30,250502,2359192,654,199
31,250502,2359192,653,199
32,250502,2359186,561,171
33,250501,2359180,469,143
34,250499,2359173,377,115
35,250497,2359166,287,87
36,250494,2359160,194,59
37,250493,2359157,147,45
38,250493,2359154,116,35
39,250494,2359151,85,26
40,250494,2359148,54,16
41,250495,2359145,24,7
42,250495,2359142,0,0
43,250496,2359141,-6,-2
44,250497,2359137,-37,-11
45,250499,2359133,-68,-21
46,250501,2359128,-98,-30
47,250503,2359123,-129,-39
48,250509,2359112,-188,-57
49,250516,2359101,-249,-76
50,250523,2359088,-309,-94
51,250531,2359076,-368,-112
52,250539,2359062,-428,-130
53,250548,2359048,-485,-148
54,250556,2359032,-543,-166
55,250563,2359014,-605,-184
56,250569,2358995,-664,-202
57,250577,2358977,-724,-221
58,250585,2358960,-784,-239
59,250592,2358942,-842,-257
60,250599,2358925,-901,-275
61,250608,2358908,-958,-292
62,250614,2358896,-1000,-305
63,250623,2358874,-1074,-327
64,250627,2358865,-1103,-336
65,250638,2358840,-1188,-362
66,250652,2358814,-1279,-390
67,250667,2358788,-1369,-417
68,250683,2358761,-1458,-444
69,250695,2358743,-1518,-463
70,250715,2358711,-1620,-494
71,250733,2358684,-1709,-521
72,250751,2358657,-1799,-548
73,250768,2358629,-1890,-576
74,250790,2358595,-2000,-610
75,250798,2358583,-2039,-621
76,250821,2358546,-2159,-658
77,250836,2358521,-2238,-682
78,250843,2358508,-2278,-694
79,250858,2358477,-2368,-722
80,250863,2358467,-2398,-731
81,250900,2358398,-2608,-795
82,250901,2358395,-2617,-798
83,250905,2358389,-2637,-804
84,250920,2358362,-2721,-829
85,250926,2358350,-2755,-840
86,250948,2358311,-2874,-876
87,250970,2358273,-2992,-912
88,250971,2358271,-3000,-914
89,250992,2358234,-3115,-949
90,251013,2358197,-3235,-986
91,251029,2358171,-3325,-1013
92,251040,2358152,-3394,-1034
93,251044,2358146,-3415,-1041
94,251060,2358121,-3506,-1069
95,251076,2358097,-3598,-1097
96,251089,2358081,-3670,-1119
97,251089,2358080,-3673,-1120
98,251101,2358064,-3742,-1141
99,251119,2358039,-3840,-1170
100,251136,2358016,-3932,-1198
101,251148,2357999,-4000,-1219
102,251152,2357994,-4019,-1225
103,251156,2357988,-4043,-1232
104,251181,2357952,-4171,-1271
105,251191,2357937,-4218,-1286
106,251196,2357929,-4242,-1293
107,251221,2357892,-4350,-1326
108,251243,2357858,-4437,-1352
109,251265,2357824,-4523,-1379
110,251271,2357814,-4550,-1387
111,251310,2357752,-4721,-1439
112,251316,2357742,-4749,-1447
