Point,NORTHING,EASTING,Elev_ft,Elev_m
1,254105,2354497,4228,1289
2,254105,2354497,4003,1220
3,254105,2354497,4000,1219
4,254106,2354498,3763,1147
5,254106,2354498,3728,1136
6,254107,2354497,3613,1101
7,254108,2354498,3488,1063
8,254107,2354498,3359,1024
9,254106,2354499,3236,986
10,254106,2354499,3228,984
11,254107,2354500,3113,949
12,254109,2354500,3000,914
13,254109,2354500,2991,912
14,254110,2354500,2864,873
15,254111,2354501,2740,835
16,254111,2354501,2728,831
17,254110,2354502,2616,797
18,254109,2354503,2523,769
19,254109,2354502,2491,759
20,254108,2354502,2460,750
21,254104,2354499,2367,721
22,254102,2354498,2334,711
23,254094,2354491,2229,679
24,254092,2354490,2208,673
25,254085,2354481,2112,644
26,254075,2354471,2000,610
27,254072,2354469,1974,602
28,254069,2354465,1942,592
29,254065,2354462,1911,582
30,254061,2354459,1880,573
31,254051,2354451,1818,554
32,254046,2354446,1787,545
33,254035,2354438,1736,529
34,254024,2354428,1685,514
35,254015,2354420,1644,501
36,254001,2354406,1583,482
37,253986,2354392,1522,464
38,253970,2354376,1461,445
39,253961,2354368,1431,436
40,253952,2354360,1402,427
41,253923,2354335,1322,403
42,253902,2354318,1270,387
43,253901,2354318,1267,386
44,253864,2354288,1180,360
45,253829,2354259,1097,334
46,253793,2354229,1011,308
47,253789,2354225,1000,305
48,253749,2354192,900,274
49,253727,2354174,844,257
50,253721,2354169,828,252
51,253708,2354158,793,242
52,253695,2354148,760,232
53,253678,2354134,713,217
54,253652,2354113,646,197
55,253609,2354078,533,162
56,253565,2354042,417,127
57,253550,2354031,380,116
58,253523,2354009,310,94
59,253502,2353992,255,78
60,253407,2353914,0,0
61,253382,2353894,-71,-22
62,253364,2353880,-121,-37
63,253242,2353781,-537,-164
64,253213,2353757,-664,-202
65,253163,2353717,-895,-273
