Point,NORTHING,EASTING,Elev_ft,Elev_m
1,258575,2354423,4189,1277
2,258575,2354422,4000,1219
3,258574,2354421,3876,1181
4,258573,2354420,3723,1135
5,258573,2354419,3689,1124
6,258573,2354419,3619,1103
7,258573,2354418,3544,1080
8,258573,2354418,3513,1071
9,258573,2354418,3482,1061
10,258574,2354419,3449,1051
11,258575,2354423,3386,1032
12,258576,2354428,3324,1013
13,258577,2354434,3253,992
14,258578,2354436,3232,985
15,258578,2354438,3202,976
16,258579,2354439,3190,972
17,258579,2354441,3172,967
18,258580,2354444,3141,957
19,258580,2354448,3110,948
20,258582,2354452,3078,938
21,258583,2354456,3047,929
22,258583,2354460,3016,919
23,258584,2354462,3000,914
24,258586,2354472,2932,894
25,258586,2354475,2909,887
26,258587,2354481,2879,878
27,258588,2354487,2849,868
28,258589,2354494,2819,859
29,258590,2354501,2791,851
30,258591,2354510,2760,841
31,258593,2354518,2730,832
32,258595,2354527,2699,823
33,258597,2354535,2673,815
34,258597,2354536,2670,814
35,258599,2354544,2643,806
36,258600,2354553,2614,797
37,258601,2354562,2584,788
38,258604,2354582,2529,771
39,258605,2354593,2500,762
40,258606,2354604,2472,753
41,258609,2354617,2442,744
42,258611,2354630,2414,736
43,258617,2354690,2298,700
44,258618,2354718,2250,686
45,258618,2354723,2241,683
46,258619,2354730,2228,679
47,258620,2354750,2194,669
48,258621,2354773,2154,657
49,258623,2354812,2085,636
