Point,NORTHING,EASTING,Elev_ft,Elev_m
1,259513,2357663,3990,1216
2,259511,2357655,3490,1064
3,259511,2357654,3475,1059
4,259510,2357652,3398,1036
5,259510,2357650,3351,1021
6,259509,2357649,3317,1011
7,259507,2357648,3246,989
8,259506,2357648,3215,980
9,259503,2357648,3154,961
10,259500,2357650,3094,943
11,259499,2357651,3062,933
12,259497,2357653,3032,924
13,259495,2357655,3001,915
14,259495,2357655,3000,914
15,259495,2357656,2991,912
16,259493,2357658,2970,905
17,259491,2357660,2939,896
18,259482,2357671,2844,867
19,259474,2357679,2782,848
20,259461,2357691,2690,820
21,259446,2357704,2599,792
22,259443,2357707,2579,786
23,259430,2357718,2506,764
24,259429,2357719,2499,762
25,259414,2357731,2414,736
26,259403,2357740,2356,718
27,259397,2357744,2326,709
28,259397,2357744,2325,709
29,259381,2357758,2234,681
30,259372,2357769,2171,662
31,259362,2357781,2104,641
32,259353,2357791,2043,623
33,259348,2357797,2012,613
34,259347,2357799,2000,610
35,259342,2357804,1969,600
36,259332,2357815,1909,582
37,259321,2357827,1847,563
38,259309,2357837,1786,544
39,259297,2357848,1725,526
40,259285,2357858,1665,507
41,259261,2357879,1546,471
42,259258,2357882,1528,466
43,259237,2357900,1427,435
44,259212,2357921,1307,398
45,259186,2357941,1186,361
46,259159,2357960,1066,325
47,259155,2357963,1046,319
48,259145,2357970,1000,305
49,259132,2357978,944,288
50,259104,2357994,823,251
51,259078,2358008,707,215
52,259077,2358008,704,215
53,259048,2358023,571,174
54,259045,2358024,562,171
55,259021,2358035,458,140
56,259007,2358041,400,122
57,258992,2358047,337,103
58,258986,2358050,307,94
59,258971,2358056,241,73
60,258964,2358060,211,64
61,258957,2358063,181,55
62,258950,2358067,149,45
63,258943,2358071,119,36
64,258936,2358076,90,27
65,258934,2358077,77,23
66,258929,2358080,59,18
67,258923,2358085,30,9
68,258917,2358090,0,0
69,258911,2358096,-32,-10
70,258905,2358101,-60,-18
71,258898,2358107,-91,-28
72,258880,2358124,-169,-52
73,258865,2358139,-229,-70
74,258842,2358161,-318,-97
75,258821,2358180,-399,-122
76,258819,2358181,-404,-123
77,258795,2358203,-496,-151
78,258772,2358223,-581,-177
79,258749,2358243,-668,-204
80,258725,2358263,-756,-230
81,258700,2358282,-843,-257
82,258700,2358282,-843,-257
83,258693,2358288,-870,-265
84,258677,2358301,-930,-283
85,258658,2358316,-1000,-305
86,258645,2358326,-1048,-319
87,258614,2358349,-1164,-355
88,258582,2358372,-1281,-390
89,258564,2358384,-1343,-409
90,258550,2358393,-1395,-425
91,258522,2358411,-1494,-455
92,258476,2358442,-1656,-505
93,258442,2358464,-1773,-540
94,258430,2358472,-1817,-554
95,258376,2358502,-2000,-610
96,258365,2358507,-2036,-621
97,258295,2358539,-2270,-692
98,258289,2358542,-2291,-698
99,258229,2358566,-2506,-764
100,258164,2358591,-2741,-835
101,258155,2358594,-2770,-844
