Point,NORTHING,EASTING,Elev_ft,Elev_m
1,257965,2356199,4294,1309
2,257963,2356198,4137,1261
3,257959,2356196,4000,1219
4,257958,2356196,3984,1214
5,257953,2356194,3844,1172
6,257953,2356193,3816,1163
7,257953,2356192,3794,1156
8,257953,2356192,3781,1152
9,257952,2356191,3745,1141
10,257951,2356191,3714,1132
11,257950,2356190,3683,1123
12,257950,2356190,3651,1113
13,257950,2356188,3619,1103
14,257951,2356187,3588,1094
15,257951,2356185,3557,1084
16,257953,2356181,3500,1067
17,257955,2356178,3466,1056
18,257957,2356176,3436,1047
19,257960,2356173,3404,1038
20,257962,2356169,3373,1028
21,257965,2356166,3343,1019
22,257968,2356162,3313,1010
23,257970,2356159,3297,1005
24,257972,2356157,3282,1000
25,257976,2356152,3251,991
26,257981,2356147,3220,981
27,257986,2356141,3190,972
28,258000,2356127,3118,950
29,258014,2356115,3060,933
30,258028,2356103,3000,914
31,258041,2356091,2940,896
32,258062,2356073,2851,869
33,258071,2356065,2816,858
34,258077,2356060,2793,851
35,258093,2356046,2733,833
36,258121,2356020,2631,802
37,258153,2355991,2517,767
38,258193,2355954,2373,723
39,258200,2355947,2348,716
40,258231,2355917,2230,680
41,258253,2355894,2142,653
42,258275,2355872,2059,628
43,258291,2355857,2001,610
44,258291,2355857,2000,610
45,258307,2355842,1944,593
46,258324,2355827,1887,575
47,258327,2355825,1880,573
48,258349,2355805,1805,550
49,258374,2355783,1722,525
50,258391,2355767,1660,506
51,258416,2355745,1572,479
52,258431,2355731,1515,462
53,258445,2355718,1458,444
54,258457,2355706,1412,430
55,258468,2355696,1370,418
56,258507,2355660,1225,373
57,258546,2355623,1083,330
58,258570,2355602,1000,305
59,258586,2355587,944,288
60,258587,2355586,941,287
61,258631,2355546,798,243
62,258659,2355519,714,218
63,258688,2355493,631,192
64,258716,2355468,553,169
65,258719,2355465,546,166
66,258739,2355447,489,149
67,258747,2355440,470,143
68,258787,2355404,360,110
69,258800,2355393,325,99
70,258829,2355364,244,74
71,258860,2355334,163,50
72,258891,2355303,82,25
73,258905,2355288,45,14
74,258923,2355269,1,0
75,258923,2355269,0,0
76,258955,2355235,-79,-24
77,258987,2355200,-156,-48
78,259021,2355163,-236,-72
79,259054,2355128,-315,-96
80,259083,2355098,-382,-116
81,259087,2355094,-393,-120
82,259121,2355060,-468,-143
83,259158,2355023,-544,-166
84,259182,2354999,-593,-181
85,259279,2354902,-798,-243
86,259295,2354886,-833,-254
87,259337,2354844,-930,-283
88,259367,2354814,-1000,-305
89,259386,2354795,-1045,-319
90,259438,2354743,-1164,-355
91,259464,2354717,-1224,-373
92,259488,2354693,-1279,-390
93,259519,2354662,-1349,-411
94,259539,2354642,-1399,-426
95,259559,2354623,-1451,-442
96,259626,2354556,-1667,-508
97,259659,2354522,-1810,-552
98,259664,2354517,-1839,-561
99,259667,2354514,-1853,-565
