Point,NORTHING,EASTING,Elev_ft,Elev_m
1,256184,2354932,4410,1344
2,256188,2354926,4000,1219
3,256190,2354923,3910,1192
4,256190,2354922,3883,1184
5,256191,2354921,3835,1169
6,256192,2354919,3784,1153
7,256194,2354918,3723,1135
8,256195,2354919,3661,1116
9,256197,2354921,3600,1097
10,256200,2354926,3539,1079
11,256202,2354932,3476,1059
12,256202,2354936,3444,1050
13,256203,2354941,3412,1040
14,256203,2354946,3385,1032
15,256204,2354951,3354,1022
16,256205,2354964,3292,1003
17,256205,2354976,3232,985
18,256205,2354988,3172,967
19,256205,2355000,3110,948
20,256205,2355011,3050,930
21,256205,2355021,3000,914
22,256205,2355028,2967,904
23,256205,2355034,2936,895
24,256205,2355037,2921,890
25,256205,2355046,2875,876
26,256205,2355058,2813,857
27,256205,2355076,2724,830
28,256206,2355082,2693,821
29,256205,2355093,2632,802
30,256205,2355103,2577,785
31,256206,2355109,2547,776
32,256206,2355115,2518,767
33,256206,2355115,2516,767
34,256206,2355121,2486,758
35,256205,2355127,2457,749
36,256205,2355133,2430,741
37,256205,2355141,2388,728
38,256204,2355150,2347,715
39,256203,2355165,2284,696
40,256203,2355167,2274,693
41,256203,2355170,2264,690
42,256203,2355172,2256,688
43,256203,2355189,2192,668
44,256203,2355200,2151,656
45,256203,2355210,2117,645
46,256201,2355235,2038,621
47,256201,2355247,2000,610
48,256199,2355265,1948,594
49,256194,2355336,1751,534
