 API #   opcode   lease     well #  month  year status type  days gross_inj water_inj_rate   gross_fluid    water_prod_rate   steam_prod_rate TDS  wellhead temp press
2790045   COSO    Navy I    71B-7    9     1987  SHTN   WT   0    0.0         0.0          0.0             0.0                  0.0     0.0     N     0.0     0.0
2790045   COSO    Navy I    71B-7    10     1987  SHTN   WT   0    0.0         0.0          0.0             0.0                  0.0     0.0     N     0.0     0.0
2790045   COSO    Navy I    71B-7    11     1987  SHTN   WT   0    0.0         0.0          0.0             0.0                  0.0     0.0     N     0.0     0.7
2790045   COSO    Navy I    71B-7    12     1987  SHTN   WT   0    0.0         0.0          0.0             0.0                  0.0     0.0     N     0.0     0.7
2790045   COSO    Navy I    71B-7    1     1988  SHTN   WT   0    0.0         0.0          0.0             0.0                  0.0     0.0     N     0.0     0.8
2790045   COSO    Navy I    71B-7    2     1988  SHTN   WT   0    0.0         0.0          0.0             0.0                  0.0     0.0     N     0.0     1.0
2790045   COSO    Navy I    71B-7    3     1988  SHTN   WT   0    0.0         0.0          0.0             0.0                  0.0     0.0     N     0.0     1.2
2790045   COSO    Navy I    71B-7    4     1988  SHTN   WT   0    0.0         0.0          0.0             0.0                  0.0     0.0     N     0.0     1.1
2790045   COSO    Navy I    71B-7    5     1988  SHTN   WT   0    0.0         0.0          0.0             0.0                  0.0     0.0     N     0.0     2.0
2790045   COSO    Navy I    71B-7    6     1988  SHTN   WT   0    0.0         0.0          0.0             0.0                  0.0     0.0     N     0.0     3.0
2790045   COSO    Navy I    71B-7    7     1988  SHTN   WT   0    0.0         0.0          0.0             0.0                  0.0     0.0     N     0.0     4.5
2790045   COSO    Navy I    71B-7    8     1988  SHTN   WT   0    0.0         0.0          0.0             0.0                  0.0     0.0     N     0.0     5.9
2790045   COSO    Navy I    71B-7    9     1988  SHTN   WT   0    0.0         0.0          0.0             0.0                  0.0     0.0     N     0.0     13.3
2790045   COSO    Navy I    71B-7    10     1988  SHTN   WT   0    0.0         0.0          0.0             0.0                  0.0     0.0     N     0.0     18.3
2790045   COSO    Navy I    71B-7    11     1988  SHTN   WT   0    0.0         0.0          0.0             0.0                  0.0     0.0     N     0.0     16.1
2790045   COSO    Navy I    71B-7    12     1988  SHTN   WT   0    0.0         0.0          0.0             0.0                  0.0     0.0     N     0.0     25.1
2790045   COSO    Navy I    71B-7    1     1989  SHTN   WT   0    0.0         0.0          0.0             0.0                  0.0     0.0     N     0.0     24.3
2790045   COSO    Navy I    71B-7    2     1989  SHTN   WT   0    0.0         0.0          0.0             0.0                  0.0     0.0     N     0.0     25.4
2790045   COSO    Navy I    71B-7    3     1989  SHTN   WT   0    0.0         0.0          0.0             0.0                  0.0     0.0     N     0.0     25.8
2790045   COSO    Navy I    71B-7    4     1989  SHTN   WT   0    0.0         0.0          0.0             0.0                  0.0     0.0     N     0.0     26.3
2790045   COSO    Navy I    71B-7    5     1989  SHTN   WT   0    0.0         0.0          0.0             0.0                  0.0     0.0     N     0.0     26.7
2790045   COSO    Navy I    71B-7    6     1989  SHTN   WT   0    0.0         0.0          0.0             0.0                  0.0     0.0     N     0.0     27.2
2790045   COSO    Navy I    71B-7    7     1989  SHTN   WT   0    0.0         0.0          0.0             0.0                  0.0     0.0     N     0.0     27.6
