  																
		#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!
		WELL DATA SUMMARY														
		 														
	Well	NAVY I 24A-8RD														
	 	 	 	 												
	Sec Azim	315	 													
	Elev	4294	KB													
 	Coords:	North	257965	East			2356199									
 					Course		 									
 	MD	Drift A.	Drift D.	Azim	Length	DH	TVD	SSD	DNS	DEW	N-S	E-W	DSec	Sec	N-LAM	E-LAM
 	_________	_________	_________	_________	_________	_________	_________	_________	_________	_________	_________	_________	_________	_________	____________	_________
 																
 	0	0	22	202				4294	0	0	0	0	0	0	257965	2356199
 	157	2	22	202	157	2	157	4137	-2	-1	-2	-1	-1	-1	257963	2356198
	294	2	22	202	137	4	294	4000	-4	-2	-6	-3	-2	-3	257959	2356196
	310	2	22	202	153	5	310	3984	-5	-2	-7	-3	-2	-3	257958	2356196
	450	2	22	202	140	5	450	3844	-5	-2	-12	-5	-2	-5	257953	2356194
	478	3	50	310	28	1	478	3816	0	-1	-12	-6	1	-4	257953	2356193
	500	2	56	265	22	1	500	3794	0	-1	-12	-7	1	-3	257953	2356192
	513	2	59	239	13	0	513	3781	0	0	-12	-7	0	-3	257953	2356192
	549	2	2	182	36	1	549	3745	-1	-1	-13	-8	0	-4	257952	2356191
	580	2	23	203	31	1	580	3714	-1	0	-14	-8	-1	-4	257951	2356191
	611	1	63	243	31	1	611	3683	-1	-1	-15	-9	0	-4	257950	2356190
	643	2	85	265	32	1	643	3651	0	-1	-15	-9	0	-4	257950	2356190
	675	2	87	273	32	1	675	3619	0	-1	-15	-11	1	-3	257950	2356188
	706	3	66	294	31	1	706	3588	0	-1	-14	-12	1	-2	257951	2356187
 	737	4	67	293	31	2	737	3557	1	-2	-14	-14	2	0	257951	2356185
 	795	6	59	301	58	5	794	3500	2	-4	-12	-18	5	5	257953	2356181
 	829	6	53	307	34	3	828	3466	2	-3	-10	-21	3	8	257955	2356178
	859	7	52	308	30	3	858	3436	2	-3	-8	-23	3	11	257957	2356176
	891	8	52	308	32	4	890	3404	2	-3	-5	-26	4	15	257960	2356173
	922	8	52	308	31	4	921	3373	3	-3	-3	-30	4	19	257962	2356169
	953	9	52	308	31	5	951	3343	3	-4	0	-33	5	24	257965	2356166
	983	10	50	310	30	5	981	3313	3	-4	3	-37	5	29	257968	2356162
	1000	11	51	309	17	3	997	3297	2	-2	5	-40	3	32	257970	2356159
	1015	12	52	308	15	3	1012	3282	2	-2	7	-42	3	35	257972	2356157
	1047	12	50	310	31	7	1043	3251	4	-5	11	-47	7	41	257976	2356152
	1078	13	49	311	30	7	1074	3220	4	-5	16	-52	7	48	257981	2356147
	1109	15	48	312	30	7	1104	3190	5	-6	21	-58	7	56	257986	2356141
	1184	17	42	318	72	20	1176	3118	14	-14	35	-72	20	76	258000	2356127
	1245	17	40	320	58	18	1234	3060	14	-12	49	-84	18	94	258014	2356115
	1308	17	42	318	60	19	1294	3000	14	-12	63	-96	19	113	258028	2356103
	1370	17	40	320	59	18	1354	2940	14	-12	76	-108	18	131	258041	2356091
	1463	18	41	319	89	28	1443	2851	21	-18	97	-126	27	158	258062	2356073
	1500	18	41	319	35	12	1478	2816	9	-8	106	-134	12	170	258071	2356065
	1525	19	41	319	24	8	1501	2793	6	-5	112	-139	8	178	258077	2356060
	1588	20	42	318	59	21	1561	2733	16	-14	128	-153	21	199	258093	2356046
	1697	21	43	317	102	38	1663	2631	28	-26	156	-179	38	237	258121	2356020
	1819	21	42	318	114	43	1777	2517	32	-29	188	-208	43	280	258153	2355991
