Name,Northing,Easting,Elevation,Temp
1,256021,2357391,4342,0
2,256021,2357392,4044,0
3,256021,2357392,4000,0
4,256021,2357392,3864,0
5,256021,2357392,3842,0
6,256021,2357392,3808,0
7,256021,2357394,3657,0
8,256020,2357394,3548,0
9,256019,2357393,3411,0
10,256018,2357393,3342,0
11,256018,2357393,3341,0
12,256017,2357393,3278,0
13,256016,2357391,3216,0
14,256014,2357390,3154,0
15,256011,2357387,3092,0
16,256011,2357387,3092,0
17,256009,2357386,3061,0
18,256005,2357384,3000,0
19,256000,2357382,2933,0
20,255993,2357380,2843,0
21,255989,2357380,2805,0
22,255986,2357379,2773,0
23,255983,2357379,2743,0
24,255981,2357378,2714,0
25,255978,2357378,2683,0
26,255975,2357377,2650,0
27,255973,2357376,2620,0
28,255971,2357375,2588,0
29,255968,2357374,2556,0
30,255966,2357372,2526,0
31,255963,2357370,2495,0
32,255961,2357368,2465,0
33,255957,2357366,2434,0
34,255954,2357363,2402,0
35,255950,2357361,2372,0
36,255946,2357358,2346,0
37,255945,2357358,2342,0
38,255940,2357355,2312,0
39,255936,2357353,2290,0
40,255935,2357352,2282,0
41,255929,2357349,2251,0
42,255923,2357345,2222,0
43,255917,2357341,2192,0
44,255911,2357337,2162,0
45,255904,2357332,2133,0
46,255889,2357323,2069,0
47,255873,2357314,2010,0
48,255870,2357313,2000,449
49,255851,2357304,1933,0
50,255830,2357294,1864,0
51,255814,2357286,1810,0
52,255777,2357270,1695,0
53,255771,2357267,1675,0
54,255757,2357261,1634,0
55,255729,2357248,1549,0
56,255700,2357235,1461,0
57,255678,2357224,1393,0
58,255662,2357216,1346,0
59,255636,2357203,1268,0
60,255605,2357185,1172,0
61,255566,2357164,1060,0
62,255545,2357153,1000,375
63,255535,2357148,973,0
64,255519,2357140,927,0
65,255496,2357128,861,0
66,255466,2357111,774,0
67,255436,2357094,683,0
68,255416,2357084,627,0
69,255357,2357054,461,0
70,255345,2357048,425,0
71,255336,2357043,0,393
