Point,NORTHING,EASTING,Elev_ft,Elev_m
1,256687,2354457,4345,1324
9,256687,2354456,3280,1000
10,256687,2354454,3240,988
12,256687,2354453,3215,980
13,256687,2354451,3175,968
14,256687,2354450,3147,959
16,256687,2354448,3097,944
17,256687,2354446,3053,931
18,256686,2354445,3000,914
19,256686,2354444,2961,903
20,256686,2354443,2935,895
21,256685,2354442,2868,874
23,256685,2354441,2775,846
24,256684,2354440,2682,817
25,256684,2354439,2589,789
26,256684,2354437,2495,760
27,256684,2354435,2402,732
28,256684,2354433,2345,715
29,256684,2354433,2309,704
30,256682,2354431,2216,675
31,256678,2354429,2124,647
32,256676,2354428,2091,637
33,256673,2354428,2046,624
34,256672,2354428,2031,619
36,256671,2354428,2015,614
38,256670,2354427,1999,609
