Point,NORTHING,EASTING,Elev_ft,Elev_m
1,260508,2354158,4181,1274
2,260508,2354157,4050,1234
4,260508,2354155,3896,1188
5,260508,2354152,3721,1134
6,260508,2354152,3681,1122
7,260508,2354151,3654,1114
8,260507,2354152,3594,1095
9,260507,2354152,3563,1086
10,260508,2354153,3533,1077
11,260509,2354155,3470,1058
12,260510,2354157,3439,1048
13,260512,2354159,3407,1038
14,260514,2354162,3377,1029
15,260516,2354164,3347,1020
16,260518,2354167,3316,1011
17,260521,2354170,3285,1001
18,260523,2354174,3255,992
19,260526,2354178,3224,983
20,260530,2354182,3191,973
21,260531,2354183,3183,970
22,260538,2354192,3120,951
23,260545,2354199,3070,936
25,260589,2354243,2781,848
26,260595,2354249,2744,836
27,260600,2354255,2708,825
28,260603,2354257,2694,821
29,260605,2354260,2678,816
30,260611,2354266,2647,807
31,260616,2354272,2617,798
32,260622,2354279,2586,788
33,260627,2354286,2556,779
34,260633,2354294,2526,770
35,260639,2354302,2496,761
36,260646,2354310,2466,752
37,260653,2354318,2436,742
38,260660,2354326,2406,733
39,260667,2354335,2377,725
40,260680,2354352,2321,707
41,260687,2354361,2293,699
42,260694,2354371,2263,690
43,260704,2354385,2222,677
44,260709,2354393,2199,670
45,260724,2354415,2136,651
46,260735,2354431,2088,636
47,260747,2354450,2034,620
