Name,Northing,Easting,Elevation,Temp
1,258269,2353888,4191,0
2,258270,2353888,4000,0
3,258273,2353887,3691,0
4,258274,2353887,3608,0
5,258273,2353887,3571,0
6,258274,2353887,3509,0
7,258274,2353888,3446,0
8,258272,2353889,3354,0
9,258269,2353891,3291,0
10,258267,2353893,3260,0
11,258261,2353898,3201,0
12,258260,2353898,3192,0
13,258254,2353903,3140,0
14,258249,2353907,3109,0
15,258244,2353911,3079,0
16,258233,2353920,3019,0
17,258230,2353923,3000,0
18,258222,2353931,2959,0
19,258210,2353941,2901,0
20,258205,2353946,2879,0
21,258176,2353967,2758,0
22,258163,2353975,2708,0
23,258147,2353987,2639,0
24,258117,2354006,2518,0
25,258081,2354031,2370,0
26,258055,2354049,2261,0
27,258047,2354054,2228,0
28,258023,2354070,2132,0
29,257996,2354088,2019,0
30,257991,2354091,2000,0
31,257963,2354109,1883,0
32,257950,2354116,1829,0
33,257930,2354126,1749,0
34,257929,2354126,1748,0
35,257915,2354133,1690,0
36,257878,2354150,1547,0
37,257872,2354153,1523,0
38,257843,2354167,1418,0
39,257822,2354176,1342,0
40,257815,2354180,1314,0
41,257813,2354181,1308,0
42,257803,2354185,1273,0
43,257802,2354186,1268,0
44,257799,2354187,1256,0
45,257794,2354189,1238,0
46,257778,2354195,1184,0
47,257766,2354200,1139,0
48,257733,2354212,1021,0
