Point,NORTHING,EASTING,Elev_ft,Elev_m
1,257073,2355491,4391,1338
2,257073,2355491,4291,1308
3,257074,2355491,4191,1277
4,257074,2355491,4091,1247
5,257075,2355492,4000,1219
6,257075,2355492,3991,1216
7,257075,2355493,3891,1186
8,257076,2355493,3791,1155
9,257077,2355494,3691,1125
10,257079,2355495,3591,1095
11,257082,2355496,3491,1064
12,257086,2355497,3391,1034
13,257089,2355500,3291,1003
14,257092,2355502,3191,973
15,257094,2355504,3091,942
16,257097,2355506,3000,914
17,257098,2355506,2991,912
18,257102,2355508,2892,881
19,257102,2355508,2887,880
20,257103,2355508,2875,876
21,257106,2355509,2792,851
22,257111,2355511,2692,821
23,257114,2355512,2592,790
24,257118,2355513,2492,760
25,257121,2355514,2392,729
26,257123,2355516,2313,705
27,257124,2355516,2292,699
28,257124,2355517,2270,692
29,257125,2355517,2257,688
30,257126,2355519,2192,668
31,257126,2355521,2092,638
32,257126,2355521,2083,635
33,257126,2355522,2000,610
34,257126,2355522,1992,607
35,257126,2355522,1892,577
36,257125,2355521,1792,546
37,257124,2355520,1692,516
38,257123,2355519,1592,485
39,257123,2355517,1492,455
40,257122,2355514,1392,424
41,257121,2355512,1342,409
42,257120,2355510,1292,394
43,257119,2355505,1192,363
44,257118,2355499,1093,333
45,257116,2355492,1000,305
46,257116,2355492,993,303
47,257116,2355490,953,290
48,257115,2355488,924,282
49,257115,2355486,893,272
50,257114,2355484,846,258
51,257114,2355483,829,253
52,257113,2355481,793,242
53,257106,2355478,641,195
54,257102,2355476,561,171
