Point,NORTHING,EASTING,Elev_ft,Elev_m
3,262091,2353514,4000,1219
4,209,-4000,4000,1219
7,209,-3500,3500,1067
12,262090,2353480,3000,914
13,340,-3000,3000,914
19,396,-2500,2500,762
23,261922,2353250,2000,610
24,414,-2000,2000,610
27,407,-1500,1500,457
33,261758,2352991,1000,305
39,417,-500,500,152
44,261651,2352805,0,0
49,426,500,-500,-152
52,261620,2352677,-1000,-305
53,432,1000,-1000,-305
58,453,1500,-1500,-457
66,0,0,0,0
67,0,0,0,0
68,0,0,0,0
69,0,0,0,0
70,0,0,0,0
71,0,0,0,0
