Point,NORTHING,EASTING,Elev_ft,Elev_m
1,257963,2356263,4294,1309
2,257963,2356263,4164,1269
3,257964,2356263,4089,1246
4,257964,2356264,4000,1219
5,257965,2356264,3964,1208
6,257966,2356265,3907,1191
7,257967,2356265,3841,1171
8,257968,2356265,3794,1156
9,257969,2356266,3748,1142
10,257970,2356266,3711,1131
11,257970,2356266,3681,1122
12,257970,2356266,3650,1113
13,257970,2356265,3619,1103
14,257970,2356264,3587,1093
15,257969,2356263,3557,1084
16,257968,2356262,3526,1075
17,257964,2356258,3463,1056
18,257957,2356248,3372,1028
19,257952,2356240,3312,1009
20,257951,2356238,3296,1005
21,257950,2356235,3280,1000
22,257947,2356230,3249,990
23,257942,2356218,3188,972
24,257934,2356206,3128,953
25,257930,2356200,3098,944
26,257924,2356193,3067,935
27,257919,2356187,3037,926
28,257912,2356178,3000,914
29,257907,2356172,2977,907
30,257902,2356164,2948,899
31,257881,2356140,2856,871
32,257871,2356129,2816,858
33,257866,2356124,2798,853
34,257854,2356112,2757,840
35,257841,2356096,2704,824
36,257825,2356078,2648,807
37,257797,2356047,2558,780
38,257768,2356017,2475,754
39,257746,2355997,2420,738
40,257729,2355980,2376,724
41,257724,2355976,2364,721
42,257718,2355970,2350,716
43,257708,2355960,2324,708
44,257697,2355950,2297,700
45,257686,2355940,2269,692
46,257665,2355917,2214,675
47,257622,2355862,2099,640
48,257594,2355822,2022,616
49,257586,2355810,2000,610
50,257566,2355779,1944,593
51,257563,2355774,1936,590
52,257538,2355736,1866,569
53,257493,2355665,1738,530
54,257466,2355622,1660,506
55,257437,2355579,1582,482
56,257414,2355543,1518,463
57,257409,2355536,1505,459
58,257392,2355508,1456,444
59,257364,2355466,1379,420
60,257335,2355422,1296,395
61,257299,2355369,1193,364
62,257273,2355335,1122,342
63,257270,2355331,1112,339
64,257263,2355323,1096,334
65,257249,2355305,1056,322
66,257230,2355281,1007,307
67,257228,2355278,1000,305
68,257201,2355243,926,282
69,257199,2355239,918,280
70,257195,2355234,907,276
71,257128,2355147,727,222
72,257126,2355146,723,220
73,257111,2355157,693,211
74,257106,2355171,668,204
75,257085,2355169,634,193
