-140.31104038, 35.36417311, 717465.062400
-140.31103711, 35.36417372, 717465.062400
-140.31102655, 35.36417285, 717464.757600
-140.31102328, 35.36417346, 717464.757600
-140.31102655, 35.36417285, 717464.757600
-140.31102328, 35.36417346, 717464.757600
-140.31102402, 35.36417614, 717465.062400
-140.31103130, 35.36417761, 717465.367200
-140.31104259, 35.36418115, 717465.976800
-140.31105061, 35.36418530, 717466.586400
-140.31107392, 35.36419507, 717468.110400
-140.31107720, 35.36419447, 717468.110400
-140.31110051, 35.36420424, 717469.634400
-140.31111982, 35.36421193, 717470.853600
-140.31113913, 35.36421963, 717472.072800
-140.31118175, 35.36423709, 717474.816000
-140.31119377, 35.36424332, 717475.730400
-140.31122585, 35.36425992, 717478.168800
-140.31127248, 35.36427946, 717481.216800
-140.31129252, 35.36428983, 717482.740800
-140.31140288, 35.36432857, 717489.141600
-140.31145131, 35.36434214, 717491.580000
-140.31151250, 35.36436462, 717495.237600
-140.31162465, 35.36439740, 717501.028800
-140.31176086, 35.36444262, 717508.648800
-140.31185919, 35.36447513, 717514.135200
-140.31188904, 35.36448369, 717515.659200
-140.31197936, 35.36451205, 717520.536000
-140.31208096, 35.36454396, 717526.022400
-140.31209953, 35.36454897, 717526.936800
-140.31220440, 35.36458028, 717532.423200
-140.31225209, 35.36459117, 717534.556800
-140.31232489, 35.36460588, 717537.604800
-140.31232816, 35.36460527, 717537.604800
-140.31237912, 35.36461556, 717539.738400
-140.31251269, 35.36463874, 717544.920000
-140.31253453, 35.36464316, 717545.834400
-140.31263972, 35.36466313, 717550.101600
-140.31271506, 35.36467455, 717552.844800
-140.31274091, 35.36468104, 717554.064000
-140.31274819, 35.36468251, 717554.368800
-140.31278385, 35.36468718, 717555.588000
-140.31278786, 35.36468926, 717555.892800
-140.31279841, 35.36469012, 717556.197600
-140.31281624, 35.36469246, 717556.807200
-140.31287300, 35.36469886, 717558.636000
-140.31291595, 35.36470500, 717560.160000
-140.31303275, 35.36471721, 717563.817600
