Point,NORTHING,EASTING,Elev_ft,Elev_m
1,259513,2357611,3990,1216
2,259513,2357611,3899,1188
3,259513,2357612,3823,1165
4,259512,2357614,3656,1114
5,259510,2357615,3575,1090
6,259510,2357616,3545,1081
7,259509,2357617,3490,1064
8,259509,2357618,3463,1056
9,259508,2357619,3414,1041
10,259508,2357622,3321,1012
11,259510,2357624,3258,993
12,259513,2357627,3197,974
13,259516,2357629,3166,965
14,259518,2357632,3135,956
15,259524,2357638,3069,935
16,259531,2357645,3000,914
17,259532,2357646,2992,912
18,259534,2357648,2976,907
19,259544,2357660,2884,879
20,259555,2357672,2791,851
21,259565,2357684,2701,823
22,259575,2357697,2610,796
23,259584,2357709,2518,767
24,259586,2357712,2499,762
25,259589,2357715,2473,754
26,259593,2357721,2426,739
27,259596,2357726,2391,729
28,259598,2357729,2371,723
29,259604,2357739,2303,702
30,259612,2357753,2197,670
31,259614,2357758,2163,659
32,259616,2357761,2136,651
33,259618,2357765,2105,642
34,259620,2357769,2076,633
35,259623,2357773,2046,624
36,259627,2357777,2005,611
37,259627,2357778,2000,610
38,259630,2357780,1980,604
39,259637,2357786,1924,586
40,259645,2357793,1863,568
41,259660,2357806,1772,540
42,259671,2357815,1711,522
43,259688,2357827,1633,498
44,259690,2357829,1622,494
45,259692,2357830,1615,492
46,259714,2357846,1518,463
47,259716,2357847,1507,459
48,259724,2357853,1473,449
49,259737,2357863,1418,432
50,259758,2357880,1329,405
51,259789,2357903,1212,369
52,259806,2357916,1151,351
53,259830,2357934,1063,324
54,259835,2357938,1042,318
55,259847,2357947,1000,305
56,259854,2357952,975,297
57,259877,2357971,887,270
58,259900,2357990,798,243
59,259924,2358009,709,216
60,259926,2358011,699,213
61,259948,2358027,620,189
62,259962,2358038,569,173
63,259972,2358046,532,162
64,259992,2358060,458,140
65,259996,2358063,445,136
66,260020,2358082,355,108
67,260043,2358100,266,81
68,260064,2358116,178,54
69,260084,2358131,93,28
70,260086,2358133,87,27
71,260107,2358149,0,0
72,260115,2358155,-32,-10
73,260145,2358175,-151,-46
74,260159,2358185,-211,-64
75,260189,2358206,-329,-100
76,260205,2358218,-384,-117
77,260225,2358232,-445,-136
78,260248,2358249,-510,-155
79,260288,2358275,-613,-187
80,260321,2358296,-697,-212
81,260356,2358318,-783,-239
82,260379,2358333,-838,-255
83,260390,2358341,-867,-264
84,260426,2358363,-953,-290
85,260446,2358374,-1000,-305
86,260461,2358382,-1033,-315
87,260506,2358406,-1136,-346
88,260546,2358428,-1228,-374
89,260572,2358441,-1287,-392
90,260592,2358451,-1331,-406
91,260692,2358504,-1562,-476
92,260740,2358528,-1677,-511
93,260764,2358540,-1737,-529
94,260785,2358550,-1789,-545
95,260819,2358567,-1875,-572
96,260869,2358591,-2000,-610
97,260947,2358629,-2194,-669
98,261251,2358778,-2954,-900
