Name,Northing,Easting,Elevation,Temp
1,259443,2354061,4143,0
2,259442,2354061,3983,0
3,259442,2354060,3873,0
4,259440,2354059,3674,0
5,259439,2354058,3574,0
6,259439,2354057,3524,0
7,259438,2354057,3493,0
8,259438,2354056,3461,0
9,259439,2354055,3399,0
10,259440,2354055,3336,0
11,259442,2354055,3305,0
12,259443,2354055,3275,0
13,259445,2354057,3244,0
14,259448,2354058,3212,0
15,259451,2354060,3183,0
16,259453,2354063,3152,0
17,259454,2354063,3144,0
18,259456,2354065,3122,0
19,259458,2354069,3091,0
20,259461,2354072,3060,0
21,259463,2354075,3030,0
22,259465,2354078,3000,0
23,259469,2354083,2963,0
24,259476,2354091,2906,0
25,259480,2354096,2876,0
26,259484,2354102,2846,0
27,259489,2354108,2815,0
28,259496,2354119,2768,0
29,259506,2354134,2708,0
30,259517,2354147,2656,0
31,259518,2354149,2648,0
32,259531,2354165,2590,0
33,259542,2354179,2541,0
34,259545,2354182,2532,0
35,259560,2354199,2474,0
36,259562,2354202,2466,0
37,259575,2354219,2416,0
38,259590,2354239,2360,0
39,259606,2354260,2302,0
40,259636,2354299,2195,0
41,259638,2354301,2189,0
42,259672,2354342,2075,0
43,259674,2354345,2066,0
44,259694,2354368,2000,0
45,259706,2354382,1961,0
46,259733,2354412,1875,0
47,259768,2354451,1762,0
48,259775,2354458,1742,0
49,259805,2354489,1649,0
50,259842,2354528,1536,0
51,259880,2354566,1426,0
52,259907,2354593,1347,0
53,259926,2354612,1291,0
54,259927,2354613,1290,0
