Point,NORTHING,EASTING,Elev_ft,Elev_m
1,257892,2367306,3597,1096
2,257892,2367306,3500,1067
3,257892,2367306,3237,987
4,257892,2367306,3000,914
5,257892,2367306,2537,773
6,257892,2367306,2509,765
7,257892,2367306,2500,762
8,257892,2367306,2000,610
9,257892,2367306,1500,457
10,257892,2367306,1000,305
11,257892,2367306,500,152
12,257892,2367306,0,0
13,257892,2367306,-73,-22
14,257892,2367306,-101,-31
15,257892,2367306,-247,-75
16,257892,2367306,-259,-79
