Name,Northing,Easting,Elevation,Temp
1,259266,2354207,4143,0
2,259265,2354204,3683,0
3,259264,2354204,3643,0
4,259264,2354203,3616,0
5,259264,2354202,3585,0
6,259263,2354201,3553,0
7,259263,2354200,3525,0
8,259262,2354200,3492,0
9,259262,2354199,3461,0
10,259261,2354199,3424,0
11,259261,2354200,3370,0
12,259260,2354201,3339,0
13,259260,2354202,3305,0
14,259260,2354204,3275,0
15,259260,2354205,3244,0
16,259260,2354208,3212,0
17,259260,2354214,3144,0
18,259261,2354216,3119,0
19,259261,2354220,3088,0
20,259262,2354224,3057,0
21,259262,2354228,3026,0
22,259263,2354232,3000,386
23,259264,2354244,2932,0
24,259266,2354256,2869,0
25,259268,2354266,2820,0
26,259269,2354277,2762,0
27,259272,2354289,2701,0
28,259274,2354297,2666,0
29,259275,2354300,2652,0
30,259277,2354310,2610,0
31,259282,2354327,2544,0
32,259284,2354336,2516,0
33,259286,2354344,2488,0
34,259290,2354362,2428,0
35,259292,2354371,2398,0
36,259294,2354389,2336,0
37,259297,2354414,2251,0
38,259301,2354431,2192,0
39,259302,2354437,2172,0
40,259304,2354449,2131,0
41,259307,2354466,2074,0
42,259310,2354483,2019,0
43,259311,2354488,2000,468
44,259315,2354508,1932,0
