Point,NORTHING,EASTING,Elev_ft,Elev_m
1,242206,2355318,4382,1336
2,242206,2355318,4293,1309
3,242207,2355319,4219,1286
4,242207,2355321,4157,1267
5,242212,2355331,3722,1134
6,242214,2355336,3567,1087
7,242213,2355342,3406,1038
8,242211,2355346,3283,1001
9,242208,2355350,3160,963
10,242206,2355353,3037,926
11,242205,2355355,2976,907
12,242204,2355356,2913,888
13,242201,2355360,2758,841
14,242198,2355363,2604,794
15,242196,2355367,2449,746
16,242191,2355369,2296,700
17,242187,2355370,2141,653
18,242183,2355370,2053,626
19,242179,2355371,1976,602
20,242175,2355372,1888,575
21,242173,2355372,1855,565
22,242171,2355373,1824,556
23,242170,2355374,1793,547
24,242169,2355375,1763,537
25,242168,2355376,1732,528
26,242167,2355378,1701,518
27,242167,2355380,1671,509
28,242167,2355382,1640,500
29,242167,2355387,1580,482
30,242167,2355391,1548,472
31,242167,2355395,1517,462
32,242168,2355399,1487,453
33,242168,2355403,1456,444
34,242168,2355408,1426,435
35,242169,2355413,1396,426
36,242168,2355440,1275,389
37,242166,2355464,1185,361
38,242164,2355488,1094,333
39,242163,2355496,1065,325
40,242163,2355504,1036,316
41,242162,2355511,1006,307
42,242163,2355519,976,297
43,242164,2355544,887,270
44,242165,2355570,798,243
45,242167,2355596,710,216
46,242168,2355622,622,190
47,242170,2355640,561,171
48,242171,2355665,474,144
49,242173,2355692,383,117
50,242172,2355717,294,90
51,242171,2355734,235,72
52,242169,2355751,170,52
53,242168,2355776,82,25
54,242169,2355793,24,7
55,242169,2355807,-24,-7
56,242167,2355852,-187,-57
57,242165,2355867,-241,-73
58,242163,2355886,-305,-93
59,242162,2355901,-354,-108
60,242156,2355941,-477,-145
61,242154,2355963,-547,-167
62,242151,2355987,-624,-190
63,242144,2356035,-780,-238
64,242139,2356068,-889,-271
65,242135,2356094,-978,-298
66,242133,2356107,-1024,-312
67,242129,2356128,-1098,-335
68,242119,2356178,-1278,-390
69,242115,2356195,-1337,-408
70,242112,2356209,-1385,-422
71,242108,2356225,-1442,-440
72,242104,2356241,-1502,-458
73,242097,2356274,-1621,-494
74,242093,2356298,-1712,-522
75,242086,2356325,-1811,-552
76,242082,2356338,-1862,-568
77,242076,2356355,-1929,-588
78,242068,2356375,-2007,-612
79,242067,2356379,-2024,-617
80,242051,2356415,-2178,-664
81,242044,2356434,-2259,-689
82,242042,2356446,-2311,-704
83,242037,2356463,-2382,-726
84,242033,2356476,-2433,-742
85,242019,2356514,-2585,-788
86,242010,2356537,-2674,-815
87,242000,2356560,-2765,-843
88,241990,2356581,-2851,-869
89,241981,2356602,-2942,-897
90,241973,2356622,-3024,-922
91,241972,2356624,-3033,-924
92,241961,2356653,-3155,-962
93,241952,2356677,-3260,-994
94,241950,2356681,-3278,-999
