Name,Northing,Easting,Elevation,Temp
1,247505,2356576,4049,
2,247505,2356576,4000,
3,247505,2356576,3866,
4,247503,2356575,3581,
5,247503,2356574,3549,
6,247499,2356571,3384,
7,247494,2356567,3214,
8,247493,2356566,3161,
9,247492,2356564,3117,
10,247490,2356564,3086,
11,247489,2356564,3054,
12,247489,2356564,3049,
13,247487,2356564,3022,
14,247486,2356564,3000,212
15,247484,2356566,2949,
16,247483,2356567,2925
17,247480,2356569,2850
18,247478,2356571,2819
19,247477,2356573,2788
20,247476,2356575,2757
21,247475,2356577,2724
22,247475,2356579,2692
23,247475,2356581,2660
24,247476,2356583,2628
25,247478,2356588,2553
26,247478,2356588,2550
27,247480,2356590,2512
28,247482,2356592,2469
29,247485,2356595,2395
30,247487,2356597,2345
31,247490,2356600,2286
32,247494,2356604,2222,
33,247498,2356608,2159,
34,247507,2356616,2052,
35,247509,2356618,2026,
36,247511,2356620,2000,345
37,247514,2356622,1964,
38,247519,2356627,1902,
39,247521,2356628,1876,
40,247525,2356632,1819,
41,247529,2356636,1763,
42,247537,2356641,1663,
43,247542,2356643,1615,
44,247547,2356645,1555,
45,247548,2356645,1550,
46,247554,2356647,1487,
47,247566,2356650,1379,
48,247569,2356652,1349,
49,247572,2356653,1318,
50,247574,2356655,1287,
51,247577,2356658,1255,
52,247580,2356661,1224,
53,247584,2356664,1192,
54,247588,2356667,1161,
55,247592,2356671,1130,
56,247602,2356682,1059,
57,247602,2356682,1057,
58,247611,2356692,1000,442
59,247620,2356703,943,
60,247643,2356729,813,
61,247668,2356756,693,
62,247682,2356770,634,
63,247695,2356784,579,
64,247711,2356801,513,
65,247734,2356825,426,
66,247760,2356852,330,
67,247785,2356876,238,
68,247817,2356908,121,
69,247819,2356911,112,
70,247849,2356943,0,
71,247917,2357036,-265,
72,247920,2357043,-280,
73,247936,2357070,-347,
74,247984,2357149,-535,
75,248024,2357218,-688,
76,248049,2357269,-791,
77,248054,2357280,-811,
78,248095,2357379,-1000,485
79,248112,2357427,-1092,
80,248133,2357497,-1229
81,248135,2357505,-1246
82,248139,2357523,-1282
83,248139,2357524,-1284
84,248145,2357556,-1357
85,248150,2357580,-1412
