Name,Northing,Easting,Elevation,Temp
1,247098,2357447,4007,0
2,247098,2357447,4000,0
3,247098,2357447,3757,0
4,247098,2357447,3507,0
5,247098,2357447,3257,0
6,247098,2357447,3007,0
7,247098,2357447,3000,0
8,247098,2357447,2757,0
9,247098,2357447,2507,0
10,247098,2357447,2257,0
11,247098,2357447,2007,0
12,247098,2357447,2000,0
13,247098,2357447,1757,0
14,247098,2357447,1507,0
15,247098,2357447,1257,0
16,247098,2357447,1147,0
17,247098,2357447,1007,0
18,247098,2357447,1000,0
19,247098,2357447,757,0
20,247098,2357447,507,0
21,247098,2357447,257,0
22,247098,2357447,37,0
