Name,Northing,Easting,Elevation,Temp
1,248913,2354379,4172,0
2,248913,2354379,4000,0
3,248912,2354377,3843,0
4,248910,2354375,3672,0
5,248905,2354369,3387,0
6,248902,2354366,3297,0
7,248900,2354362,3200,0
8,248899,2354361,3172,0
9,248897,2354357,3107,0
10,248894,2354351,3014,0
11,248893,2354350,3000,233
12,248890,2354344,2920,0
13,248886,2354336,2828,0
14,248881,2354328,2734,0
15,248877,2354322,2674,0
16,248875,2354319,2641,0
17,248870,2354309,2548,0
18,248863,2354299,2455,0
19,248858,2354288,2362,0
20,248852,2354277,2270,0
21,248845,2354265,2179,0
22,248845,2354265,2177,0
23,248838,2354254,2084,0
24,248832,2354244,2000,372
25,248831,2354243,1992,0
26,248824,2354233,1898,0
27,248817,2354224,1806,0
28,248811,2354214,1713,0
29,248808,2354211,1683,0
30,248804,2354205,1620,0
31,248797,2354195,1527,0
32,248789,2354185,1434,0
33,248767,2354156,1188,0
34,248763,2354152,1154,0
35,248749,2354133,1000,530
36,248743,2354126,941,0
37,248734,2354114,852,0
38,248718,2354093,698,0
39,248717,2354093,694,0
40,248700,2354071,545,0
41,248693,2354062,483,0
42,248672,2354035,299,0
43,248661,2354022,203,0
44,248652,2354010,114,0
45,248640,2353995,0,592
46,248633,2353986,-71,0
47,248615,2353962,-256,0
48,248612,2353958,-291,0
49,248594,2353936,-463,0
50,248561,2353893,-784,0
51,248537,2353863,-1000,628
52,248533,2353857,-1035,0
53,248532,2353856,-1046,0
54,248521,2353842,-1139,0
55,248520,2353840,-1152,0
56,248516,2353836,-1181,0
57,248506,2353822,-1276,0
58,248502,2353818,-1306,0
59,248450,2353750,-1767,0
60,248438,2353735,-1873,0
61,248431,2353727,-1928,0
62,248422,2353715,-2008,648
63,248416,2353708,-2060,0
64,248409,2353699,-2122,0
65,248402,2353689,-2186,0
66,248393,2353679,-2259,0
67,248390,2353674,-2291,0
68,248363,2353639,-2528,0
69,248309,2353571,-3000,655
