-140.34363728, 35.36749303, 718476.998400
-140.34363475, 35.36749631, 718477.303200
-140.34364023, 35.36750374, 718478.217600
-140.34364023, 35.36750374, 718478.217600
-140.34364678, 35.36750253, 718478.217600
-140.34365005, 35.36750193, 718478.217600
-140.34365332, 35.36750132, 718478.217600
-140.34366165, 35.36749415, 718477.608000
-140.34366091, 35.36749147, 718477.303200
-140.34365796, 35.36748075, 718476.084000
-140.34364698, 35.36746589, 718474.255200
-140.34363526, 35.36744834, 718472.121600
-140.34362904, 35.36743823, 718470.902400
-140.34362756, 35.36743287, 718470.292800
-140.34362861, 35.36742423, 718469.378400
-140.34362713, 35.36741887, 718468.768800
-140.34363220, 35.36741230, 718468.159200
-140.34363146, 35.36740962, 718467.854400
-140.34364486, 35.36739588, 718466.635200
-140.34365931, 35.36737349, 718464.501600
-140.34366944, 35.36736035, 718463.282400
-140.34368642, 35.36733468, 718460.844000
-140.34369148, 35.36732811, 718460.234400
-140.34369581, 35.36731887, 718459.320000
-140.34370013, 35.36730962, 718458.405600
-140.34371310, 35.36728187, 718455.662400
-140.34372281, 35.36725473, 718452.919200
-140.34372818, 35.36723684, 718451.090400
-140.34373609, 35.36721566, 718448.956800
-140.34374042, 35.36720642, 718448.042400
-140.34374295, 35.36720313, 718447.737600
-140.34375086, 35.36718195, 718445.604000
-140.34377143, 35.36714436, 718441.946400
-140.34378693, 35.36711333, 718438.898400
-140.34380318, 35.36708497, 718436.155200
-140.34382912, 35.36702948, 718430.668800
-140.34385686, 35.36696803, 718424.572800
-140.34386804, 35.36694625, 718422.439200
-140.34389367, 35.36690208, 718418.172000
-140.34394166, 35.36681435, 718409.637600
-140.34396803, 35.36677286, 718405.675200
-140.34404851, 35.36662842, 718391.654400
-140.34408891, 35.36655055, 718384.034400
-140.34410188, 35.36652280, 718381.291200
-140.34413616, 35.36646013, 718375.195200
-140.34416433, 35.36641268, 718370.623200
-140.34414988, 35.36643507, 718372.756800
-140.34421485, 35.36632166, 718361.784000
-140.34428594, 35.36619305, 718349.287200
-140.34436073, 35.36607783, 718338.314400
-140.34437771, 35.36605216, 718335.876000
-140.34443731, 35.36595664, 718326.732000
-140.34451388, 35.36583546, 718315.149600
-140.34457021, 35.36574055, 718306.005600
-140.34460523, 35.36568057, 718300.214400
-140.34468033, 35.36555402, 718288.022400
-140.34475216, 35.36542809, 718275.830400
-140.34482071, 35.36530276, 718263.638400
-140.34497049, 35.36503567, 718237.730400
-140.34498673, 35.36500732, 718234.987200
-140.34506689, 35.36487421, 718222.185600
-140.34513946, 35.36475095, 718210.298400
-140.34522036, 35.36462051, 718197.801600
-140.34528934, 35.36450918, 718187.133600
-140.34529799, 35.36449069, 718185.304800
-140.34537889, 35.36436025, 718172.808000
-140.34543162, 35.36427727, 718164.883200
-140.34547350, 35.36420475, 718157.872800
-140.34553952, 35.36408271, 718145.985600
-140.34556620, 35.36402989, 718140.804000
-140.34559363, 35.36397976, 718135.927200
-140.34561419, 35.36394216, 718132.269600
-140.34562179, 35.36393231, 718131.355200
-140.34573591, 35.36374785, 718113.676800
-140.34575036, 35.36372546, 718111.543200
-140.34587387, 35.36352519, 718092.340800
-140.34590815, 35.36346252, 718086.244800
-140.34596774, 35.36336701, 718077.100800
-140.34597713, 35.36335119, 718075.576800
