      WELL DATA SUMMARY                                                                                      
            
Well  NAVY II 72-18 
                         
Sec Az  220 S 40 W  
Elev   4228 KB      
CoordsNorth  254105 East              2354497 
                         Course               
  MD  Drift Drift D. AzimLength  DH     TVD     SSD    DNS   DEW   N-S   E-W  DSec    Sec     N-LAM E-LAM    
_____________________________________________________________________________________________________________
                                                                                                             
    0  0.00      78  102                        4228     0     0     0     0     0        0  254105  2354497 
  225  0.25      78  102   225     0      225   4003     0     0     0     0     0        0  254105  2354497 
  228  0.25      78  104     3     0      228   4000     0     0     0     0     0        0  254105  2354497 
  465  0.25      66  294   240    -1      465   3763     1     0     1     1    -1       -1  254106  2354498 
  500  0.37      54  306    35     0      500   3728     0     0     1     1     0       -1  254106  2354498 
  615  0.75      13  347   150     1      615   3613     1    -1     2     0     0       -1  254107  2354497 
  740  0.25      82   98   125    -1      740   3488     1     1     3     1    -1       -3  254108  2354498 
  869  0.75      20  200   129     1      869   3359    -1     1     2     1     0       -2  254107  2354498 
  992  0.50      83   83   123     1      992   3236    -1     1     1     2     0       -2  254106  2354499 
 1000  0.53      78  100     8     0     1000   3228     0     0     1     2     0       -2  254106  2354499 
 1115  1.00      11  349   123    -2     1115   3113     1     1     2     3    -2       -4  254107  2354500 
 1228  0.77      21  339   113     2     1228   3000     2     0     4     3    -1       -4  254109  2354500 
 1237  0.75      22  338   122     2     1237   2991     2    -1     4     3    -1       -5  254109  2354500 
 1364  0.75      68   68   127    -2     1364   2864     2     1     5     3    -2       -6  254110  2354500 
 1488  0.25      76   76   124     1     1488   2740     0     1     6     4    -1       -7  254111  2354501 
 1500  0.30      74   81    12     0     1500   2728     0     0     6     4     0       -7  254111  2354501 
 1612  0.75      56  124   124     1     1612   2616     0     1     5     5    -1       -8  254110  2354502 
 1705  0.75      29  209    93     1     1705   2523    -1     0     4     6     1       -7  254109  2354503 
 1737  1.25      44  224    32     1     1737   2491     0     0     4     5     1       -6  254109  2354502 
 1768  1.75      43  223    31     1     1768   2460    -1    -1     3     5     1       -5  254108  2354502 
 1861  4.25      28  208    93     5     1861   2367    -4    -3    -1     2     5       -1  254104  2354499 
 1894  5.00      29  209    33     3     1894   2334    -2    -1    -3     1     3        2  254102  2354498 
 2000  6.04      47  227   106    10     1999   2229    -8    -6   -11    -6    10       12  254094  2354491 
 2021  6.25      50  230   126    12     2020   2208   -10    -8   -13    -7    12       14  254092  2354490 
 2118  7.00      48  228    96    11     2116   2112    -7    -8   -20   -16    11       25  254085  2354481 
 2231  7.81      42  222   112    15     2228   2000   -10   -10   -30   -26    15       40  254075  2354471 
 2257  8.00      41  221   138    18     2254   1974   -13   -13   -33   -28    18       44  254072  2354469 
 2289  8.75      42  222    32     5     2286   1942    -3    -3   -36   -32     5       48  254069  2354465 
 2321  9.50      42  222    32     5     2317   1911    -4    -3   -40   -35     5       53  254065  2354462 
 2352 10.00      42  222    31     5     2348   1880    -4    -4   -44   -38     5       59  254061  2354459 
 2415 12.50      37  217    62    12     2410   1818    -9    -8   -54   -46    12       71  254051  2354451 
 2447 13.75      38  218    31     7     2441   1787    -6    -4   -59   -51     7       78  254046  2354446 
