ET_FID,X_Label,Y_Label,Name,Area_sqft
0,2354841.02078537,259829.224843471,EDP,21929.564534
2354803.10003847,259902.270299181
2354838.81855387,259902.977596516
2354895.04869199,259904.392191186
2354904.95085467,259901.209353179
2354913.43842269,259893.782731164
2354915.91396336,259881.758676473
2354916.26761203,259856.295972421
2354916.97490936,259831.894214372
2354917.32855803,259811.736240331
2354918.38950403,259784.151644275
2354914.49936869,259772.127589584
2354909.90193602,259765.054616236
2354899.292476,259755.859750884
2354846.95247322,259755.152453549
2354824.67260718,259754.798804882
2354810.52666048,259754.445156215
2354786.4785511,259754.445156215
2354776.57638841,259760.103534893
2354769.1497664,259767.17650824
2354765.25963106,259778.846914264
2354764.55233372,259813.150835
2354764.90598239,259872.917459788
2354765.96692839,259887.063406484
2354772.3326044,259894.843677166
2354780.46652375,259900.502055844
2354786.83219977,259902.977596516
2354803.10003847,259902.270299181
END
1,2357637.11518676,250700.301261847,EDP II,22029.361538
2357619.08230645,250790.019688305
2357645.88621363,250776.051454985
2357670.80252172,250757.552983832
2357702.13666673,250733.391715388
2357715.34986041,250722.443640624
2357729.31809373,250709.607966763
2357740.64368831,250700.169971277
2357739.51112886,250694.129654166
2357736.86849012,250686.579257777
2357728.94057391,250678.273821749
2357715.72738023,250660.530390236
2357698.36146854,250638.634240708
2357691.18859197,250630.706324499
2357681.37307666,250621.268329013
2357672.69012081,250609.187694791
2357660.23196677,250602.769857861
2357646.26373345,250609.94273443
2357628.89782176,250624.288487569
2357606.24663259,250641.276879444
2357585.86056234,250659.775350597
2357565.09697227,250675.253663194
2357549.61865968,250688.089337055
2357537.53802545,250698.659891999
2357535.27290654,250709.985486583
2357543.95586238,250727.728918096
2357556.79153625,250741.319631596
2357563.96441281,250749.247547805
2357575.66752722,250761.328182027
2357581.70784433,250771.521217152
2357590.76832,250781.336732457
2357599.45127584,250789.264648666
2357606.24663259,250792.284807221
2357614.1745488,250792.284807221
2357619.08230645,250790.019688305
END
2,2354342.23735263,252601.48440171,EDP I,34859.5287123
2354427.65036001,252696.518068497
2354432.07637086,252694.581688749
2354434.84262764,252687.666046792
2354435.11925332,252676.047768304
2354433.45949925,252539.947934584
2354433.45949925,252519.201008712
2354428.48023704,252510.902238364
2354420.45809237,252506.199601833
2354260.01519896,252506.476227511
2354251.71642861,252512.561992433
2354248.67354615,252521.967265495
2354250.05667454,252614.913493401
2354251.16317726,252672.175008808
2354252.26967997,252681.303656191
2354258.35544489,252692.92193468
2354268.31396931,252697.071319854
2354427.65036001,252696.518068497
END
3,2357228.27016325,251744.426059827,Navy II,17466.6591912
2357244.26873375,251831.320964061
2357248.9085008,251829.516610205
2357252.51720852,251826.165667329
2357264.88992067,251810.442012297
2357287.05769662,251782.603409946
2357312.83418028,251748.320686679
2357315.15406381,251744.196449294
2357313.34970995,251736.205739359
2357308.45217806,251728.472794262
2357284.22228342,251707.078312825
2357263.08556682,251690.323598446
2357241.17555571,251672.280059885
2357220.81213362,251657.587464199
2357211.79036434,251657.329699363
2357202.51083022,251663.258290604
2357183.43623231,251689.2925391
2357147.09139035,251736.463504196
2357142.96715297,251742.907625111
2357142.70938813,251752.444924065
2357144.77150682,251758.631280143
2357181.37411362,251789.563060534
2357223.13201715,251822.041429944
2357231.89602159,251827.970021186
2357239.88673152,251831.320964061
2357244.26873375,251831.320964061
END
4,2351712.16318672,247572.44066731,BLM West I,14883.1986016
2351669.85918188,247616.407950755
2351783.57365087,247614.447356462
2351795.11937281,247611.833230738
2351804.48665666,247594.841413532
2351797.95134235,247556.718746725
2351790.10896518,247531.013177106
2351768.54242795,247528.399051382
2351733.90526211,247527.963363761
2351699.9216277,247527.745519951
2351665.28446186,247529.052582813
2351638.48967319,247531.231020916
2351626.94395124,247534.06299045
2351624.54766933,247562.382685793
2351624.32982552,247590.048849705
2351624.54766933,247601.158884032
2351631.51867126,247610.744011686
2351644.37145607,247616.407950755
2351669.85918188,247616.407950755
END
5,2352063.6099411,247572.326005651,BLM West II,17209.4406234
2352142.36240648,247619.022076479
2352150.85831508,247611.615386928
2352152.60106557,247592.880819239
2352152.60106557,247560.20424769
2352152.38322176,247533.191615209
2352146.71928269,247525.349238037
2352135.60924836,247521.863737072
2352098.5758006,247520.992361831
2352060.23528999,247521.863737072
2352036.27247085,247521.863737072
2352015.35946506,247530.577489485
2351993.57508403,247530.795333295
2351977.89032968,247532.755927588
2351972.44423442,247545.173024777
2351969.8301087,247557.807965776
2351969.39442108,247584.384910637
2351970.70148394,247604.426541187
2351974.40482872,247613.575981221
2351986.38623828,247619.67560791
2352012.30965171,247620.329139341
2352060.88882142,247620.111295531
2352099.22933203,247621.200514582
2352126.89549595,247621.636202203
2352142.36240648,247619.022076479
END
6,2358333.85973373,246114.260080255,BLM East I,18932.3023758
2358250.60380862,246164.185373245
2358295.8967681,246164.595264281
2358361.68427937,246164.800209799
2358417.83935129,246164.595264281
2358424.60255339,246160.291408403
2358428.29157271,246153.733151828
2358428.49651823,246143.690821447
2358428.90640926,246121.761651024
2358426.85695408,246074.009345336
2358423.78277131,246067.656034279
2358412.92065886,246061.917559775
2358352.66667658,246063.762069437
2358303.06986123,246064.171960473
2358269.04890524,246063.967014955
2358250.39886311,246064.581851509
2358242.81587894,246068.065925315
2358239.33180514,246077.493419142
2358238.71696858,246152.093587684
2358240.15158721,246159.67657185
2358244.04555205,246163.365591173
2358250.60380862,246164.185373245
END
7,2358682.2862169,246117.167446214,BLM East II,18903.3415381
2358776.49400775,246158.446898742
2358777.1088443,246132.623763477
2358776.69895327,246067.246143243
2358768.29618703,246066.836252207
2358725.87246481,246067.246143243
2358643.6893121,246067.451088761
2358595.93700641,246067.246143243
2358588.55896777,246070.52527153
2358588.35402225,246077.493419142
2358586.30456707,246094.094006098
2358587.12434914,246134.263327621
2358586.09962155,246155.57766149
2358589.37874984,246163.160645655
2358596.55184297,246167.054610497
2358605.97933679,246166.849664979
2358645.32887624,246166.849664979
2358705.17296749,246166.849664979
2358746.16207109,246167.669447051
2358768.09124151,246168.489229122
2358774.64949809,246165.619991871
2358776.49400775,246158.446898742
END
